,group,group_name,start,end,width,tx_id,exon_id,exon_rank,seq_start,seq_end,seq_name,seq_strand
26416,26416,NA,-1,-1,1,NA,NA,NA,102107989,102107990,chr10,-
26417,26417,NA,-1,-1,1,NA,NA,NA,180830686,180830687,chr5,-
26418,26418,NA,-1,-1,1,NA,NA,NA,75405673,75405674,chr17,-
26419,26419,NA,-1,-1,1,NA,NA,NA,19378486,19378487,chr9,-
26420,26420,NA,-1,-1,1,NA,NA,NA,32780217,32780218,chr1,-
26421,26421,NA,-1,-1,1,NA,NA,NA,4741201,4741202,chr9,-
26422,26422,NA,-1,-1,1,NA,NA,NA,29871448,29871449,chr16,-
26423,26423,NA,-1,-1,1,NA,NA,NA,16472222,16472223,chr17,+
26424,26424,NA,-1,-1,1,NA,NA,NA,100291603,100291604,chr14,-
26425,26425,NA,-1,-1,1,NA,NA,NA,87328893,87328894,chr1,+
26426,26426,NA,-1,-1,1,NA,NA,NA,23945288,23945289,chr3,+
26427,26427,NA,-1,-1,1,NA,NA,NA,138585049,138585050,chr7,+
26428,26428,NA,-1,-1,1,NA,NA,NA,58368868,58368869,chr19,-
26429,26429,NA,-1,-1,1,NA,NA,NA,87411529,87411530,chr16,-
26430,26430,NA,-1,-1,1,NA,NA,NA,69080358,69080359,chr3,-
26431,26431,NA,-1,-1,1,NA,NA,NA,27464582,27464583,chr16,-
26432,26432,NA,-1,-1,1,NA,NA,NA,81702526,81702527,chr17,-
26433,26433,NA,-1,-1,1,NA,NA,NA,176599085,176599086,chr5,-
26434,26434,NA,-1,-1,1,NA,NA,NA,136116487,136116488,chr9,-
26435,26435,NA,-1,-1,1,NA,NA,NA,82153606,82153607,chr17,-
26436,26436,NA,-1,-1,1,NA,NA,NA,87832431,87832432,chr16,-
26437,26437,NA,-1,-1,1,NA,NA,NA,40573999,40574000,chr15,+
26438,26438,NA,-1,-1,1,NA,NA,NA,41923349,41923350,chr22,-
26439,26439,NA,-1,-1,1,NA,NA,NA,218738815,218738816,chr2,+
26440,26440,NA,-1,-1,1,NA,NA,NA,216388,216389,chr11,-
26441,26441,NA,-1,-1,1,NA,NA,NA,42701014,42701015,chr1,+
26442,26442,NA,-1,-1,1,NA,NA,NA,1377594,1377595,chr19,+
26443,26443,NA,-1,-1,1,NA,NA,NA,45090736,45090737,chr19,+
26444,26444,NA,-1,-1,1,NA,NA,NA,88523745,88523746,chr4,-
26445,26445,NA,-1,-1,1,NA,NA,NA,10472543,10472544,chr1,-
26446,26446,NA,-1,-1,1,NA,NA,NA,129315515,129315516,chr3,-
26447,26447,NA,-1,-1,1,NA,NA,NA,102341843,102341844,chr14,+
26448,26448,NA,-1,-1,1,NA,NA,NA,167188,167189,chr5_KI270791v1_alt,-
26449,26449,NA,-1,-1,1,NA,NA,NA,2940609,2940610,chr12,+
26450,26450,NA,-1,-1,1,NA,NA,NA,25832157,25832158,chr1,+
26451,26451,NA,-1,-1,1,NA,NA,NA,11273215,11273216,chr1,+
26452,26452,NA,-1,-1,1,NA,NA,NA,29299736,29299737,chr22,+
26453,26453,NA,-1,-1,1,NA,NA,NA,85664342,85664343,chr11,-
26454,26454,NA,-1,-1,1,NA,NA,NA,57768764,57768765,chr12,-
26455,26455,NA,-1,-1,1,NA,NA,NA,34341731,34341732,chr19,+
26456,26456,NA,-1,-1,1,NA,NA,NA,26195897,26195898,chr7,-
26457,26457,NA,-1,-1,1,NA,NA,NA,100429419,100429420,chr7,+
26458,26458,NA,-1,-1,1,NA,NA,NA,2111508,2111509,chr16,-
26459,26459,NA,-1,-1,1,NA,NA,NA,42226495,42226496,chr19,+
26460,26460,NA,-1,-1,1,NA,NA,NA,154813974,154813975,chr5,+
26461,26461,NA,-1,-1,1,NA,NA,NA,72015770,72015771,chr11,-
26462,26462,NA,-1,-1,1,NA,NA,NA,133332247,133332248,chr9,-
26463,26463,NA,-1,-1,1,NA,NA,NA,128821661,128821662,chr9,-
26464,26464,NA,-1,-1,1,NA,NA,NA,73447896,73447897,chr5,-
26465,26465,NA,-1,-1,1,NA,NA,NA,73402877,73402878,chr11,-
26466,26466,NA,-1,-1,1,NA,NA,NA,105249812,105249813,chr14,+
26467,26467,NA,-1,-1,1,NA,NA,NA,25248071,25248072,chr20,+
26468,26468,NA,-1,-1,1,NA,NA,NA,1585155,1585156,chr19,-
26469,26469,NA,-1,-1,1,NA,NA,NA,49074799,49074800,chrX,-
26470,26470,NA,-1,-1,1,NA,NA,NA,60646295,60646296,chr14,-
26471,26471,NA,-1,-1,1,NA,NA,NA,65499044,65499045,chr11,+
26472,26472,NA,-1,-1,1,NA,NA,NA,131961785,131961786,chr12,+
26473,26473,NA,-1,-1,1,NA,NA,NA,73239659,73239660,chr2,+
26474,26474,NA,-1,-1,1,NA,NA,NA,54280125,54280126,chr12,-
26475,26475,NA,-1,-1,1,NA,NA,NA,65778957,65778958,chr11,-
26476,26476,NA,-1,-1,1,NA,NA,NA,30487637,30487638,chr20,-
26477,26477,NA,-1,-1,1,NA,NA,NA,158096276,158096277,chr6,+
26478,26478,NA,-1,-1,1,NA,NA,NA,77027880,77027881,chr14,-
26479,26479,NA,-1,-1,1,NA,NA,NA,4689020,4689021,chr16,+
26480,26480,NA,-1,-1,1,NA,NA,NA,56074073,56074074,chr8,-
26481,26481,NA,-1,-1,1,NA,NA,NA,3728373,3728374,chr16,-
26482,26482,NA,-1,-1,1,NA,NA,NA,42326173,42326174,chr12,+
26483,26483,NA,-1,-1,1,NA,NA,NA,30965113,30965114,chr16,+
26484,26484,NA,-1,-1,1,NA,NA,NA,7230353,7230354,chr6,+
26485,26485,NA,-1,-1,1,NA,NA,NA,17859880,17859881,chr19,+
26486,26486,NA,-1,-1,1,NA,NA,NA,78872972,78872973,chr15,+
26487,26487,NA,-1,-1,1,NA,NA,NA,27255348,27255349,chr13,+
26488,26488,NA,-1,-1,1,NA,NA,NA,49619021,49619022,chr14,-
26489,26489,NA,-1,-1,1,NA,NA,NA,37537623,37537624,chr9,-
26490,26490,NA,-1,-1,1,NA,NA,NA,3370390,3370391,chr6_GL000252v2_alt,-
26491,26491,NA,-1,-1,1,NA,NA,NA,176599425,176599426,chr5,-
26492,26492,NA,-1,-1,1,NA,NA,NA,52951049,52951050,chr14,-
26493,26493,NA,-1,-1,1,NA,NA,NA,43106034,43106035,chr15,-
26494,26494,NA,-1,-1,1,NA,NA,NA,73744257,73744258,chr10,-
26495,26495,NA,-1,-1,1,NA,NA,NA,16367238,16367239,chr1,+
26496,26496,NA,-1,-1,1,NA,NA,NA,75469752,75469753,chr14,+
26497,26497,NA,-1,-1,1,NA,NA,NA,18316462,18316463,chr20,+
26498,26498,NA,-1,-1,1,NA,NA,NA,29766964,29766965,chr22,-
26499,26499,NA,-1,-1,1,NA,NA,NA,6210840,6210841,chr19,-
26500,26500,NA,-1,-1,1,NA,NA,NA,5501417,5501418,chr7,-
26501,26501,NA,-1,-1,1,NA,NA,NA,42937474,42937475,chr7,+
26502,26502,NA,-1,-1,1,NA,NA,NA,123733051,123733052,chrX,-
26503,26503,NA,-1,-1,1,NA,NA,NA,19258974,19258975,chr1,+
26504,26504,NA,-1,-1,1,NA,NA,NA,100430544,100430545,chr7,+
26505,26505,NA,-1,-1,1,NA,NA,NA,39411895,39411896,chr3,+
26506,26506,NA,-1,-1,1,NA,NA,NA,54930509,54930510,chrX,+
26507,26507,NA,-1,-1,1,NA,NA,NA,231712478,231712479,chr2,+
26508,26508,NA,-1,-1,1,NA,NA,NA,36591221,36591222,chr20,+
26509,26509,NA,-1,-1,1,NA,NA,NA,15422922,15422923,chr19,-
26510,26510,NA,-1,-1,1,NA,NA,NA,237085888,237085889,chr2,+
26511,26511,NA,-1,-1,1,NA,NA,NA,3982979,3982980,chr19,-
26512,26512,NA,-1,-1,1,NA,NA,NA,45079262,45079263,chr19,+
26513,26513,NA,-1,-1,1,NA,NA,NA,1983610,1983611,chr4,-
26514,26514,NA,-1,-1,1,NA,NA,NA,81512032,81512033,chr17,-
26515,26515,NA,-1,-1,1,NA,NA,NA,13668688,13668689,chr11,+
26516,26516,NA,-1,-1,1,NA,NA,NA,143921484,143921485,chr8,-
26517,26517,NA,-1,-1,1,NA,NA,NA,40232976,40232977,chr19,-
26518,26518,NA,-1,-1,1,NA,NA,NA,30964993,30964994,chr16,+
26519,26519,NA,-1,-1,1,NA,NA,NA,171391780,171391781,chr5,+
26520,26520,NA,-1,-1,1,NA,NA,NA,176351,176352,chr11_KI270832v1_alt,-
26521,26521,NA,-1,-1,1,NA,NA,NA,103253853,103253854,chrX,-
26522,26522,NA,-1,-1,1,NA,NA,NA,114314530,114314531,chr13,+
26523,26523,NA,-1,-1,1,NA,NA,NA,21211899,21211900,chr14,-
26524,26524,NA,-1,-1,1,NA,NA,NA,65534775,65534776,chrX,-
26525,26525,NA,-1,-1,1,NA,NA,NA,3725926,3725927,chr17,+
26526,26526,NA,-1,-1,1,NA,NA,NA,12737492,12737493,chr19,+
26527,26527,NA,-1,-1,1,NA,NA,NA,241686803,241686804,chr2,-
26528,26528,NA,-1,-1,1,NA,NA,NA,14253,14254,chrM,+
26529,26529,NA,-1,-1,1,NA,NA,NA,203307658,203307659,chr1,+
26530,26530,NA,-1,-1,1,NA,NA,NA,10049,10050,chr5_KI270898v1_alt,+
26531,26531,NA,-1,-1,1,NA,NA,NA,73478261,73478262,chr7,-
26532,26532,NA,-1,-1,1,NA,NA,NA,102067736,102067737,chr10,+
26533,26533,NA,-1,-1,1,NA,NA,NA,49015205,49015206,chr3,+
26534,26534,NA,-1,-1,1,NA,NA,NA,137301758,137301759,chr9,-
26535,26535,NA,-1,-1,1,NA,NA,NA,54810976,54810977,chrX,+
26536,26536,NA,-1,-1,1,NA,NA,NA,228494085,228494086,chr1,+
26537,26537,NA,-1,-1,1,NA,NA,NA,117312,117313,chrUn_GL000220v1,+
26538,26538,NA,-1,-1,1,NA,NA,NA,14149817,14149818,chr19,-
26539,26539,NA,-1,-1,1,NA,NA,NA,141422816,141422817,chr5,+
26540,26540,NA,-1,-1,1,NA,NA,NA,90749883,90749884,chr15,+
26541,26541,NA,-1,-1,1,NA,NA,NA,131711089,131711090,chr12,+
26542,26542,NA,-1,-1,1,NA,NA,NA,128309298,128309299,chr9,-
26543,26543,NA,-1,-1,1,NA,NA,NA,150553741,150553742,chr5,+
26544,26544,NA,-1,-1,1,NA,NA,NA,62945007,62945008,chr20,+
26545,26545,NA,-1,-1,1,NA,NA,NA,75206416,75206417,chr15,+
26546,26546,NA,-1,-1,1,NA,NA,NA,74896402,74896403,chr15,+
26547,26547,NA,-1,-1,1,NA,NA,NA,45224921,45224922,chr3,-
26548,26548,NA,-1,-1,1,NA,NA,NA,128390069,128390070,chr9,+
26549,26549,NA,-1,-1,1,NA,NA,NA,36256095,36256096,chr20,+
26550,26550,NA,-1,-1,1,NA,NA,NA,18987917,18987918,chr16,+
26551,26551,NA,-1,-1,1,NA,NA,NA,36050403,36050404,chr20,-
26552,26552,NA,-1,-1,1,NA,NA,NA,12943845,12943846,chr19,+
26553,26553,NA,-1,-1,1,NA,NA,NA,43746422,43746423,chr15,+
26554,26554,NA,-1,-1,1,NA,NA,NA,122865755,122865756,chr12,-
26555,26555,NA,-1,-1,1,NA,NA,NA,31162689,31162690,chr6,+
26556,26556,NA,-1,-1,1,NA,NA,NA,224114118,224114119,chr1,+
26557,26557,NA,-1,-1,1,NA,NA,NA,57772104,57772105,chr12,-
26558,26558,NA,-1,-1,1,NA,NA,NA,156727151,156727152,chr1,-
26559,26559,NA,-1,-1,1,NA,NA,NA,42121345,42121346,chr17,-
26560,26560,NA,-1,-1,1,NA,NA,NA,62648101,62648102,chr11,-
26561,26561,NA,-1,-1,1,NA,NA,NA,2730422,2730423,chr7,-
26562,26562,NA,-1,-1,1,NA,NA,NA,41246066,41246067,chr22,-
26563,26563,NA,-1,-1,1,NA,NA,NA,2403387,2403388,chr11,+
26564,26564,NA,-1,-1,1,NA,NA,NA,155071133,155071134,chrX,-
26565,26565,NA,-1,-1,1,NA,NA,NA,39522540,39522541,chr22,+
26566,26566,NA,-1,-1,1,NA,NA,NA,80486834,80486835,chr8,+
26567,26567,NA,-1,-1,1,NA,NA,NA,3978075,3978076,chr19,-
26568,26568,NA,-1,-1,1,NA,NA,NA,33576190,33576191,chr9,+
26569,26569,NA,-1,-1,1,NA,NA,NA,150471640,150471641,chr1,+
26570,26570,NA,-1,-1,1,NA,NA,NA,35619993,35619994,chr11,+
26571,26571,NA,-1,-1,1,NA,NA,NA,53455915,53455916,chr12,+
26572,26572,NA,-1,-1,1,NA,NA,NA,92833559,92833560,chr1,+
26573,26573,NA,-1,-1,1,NA,NA,NA,81540432,81540433,chr17,-
26574,26574,NA,-1,-1,1,NA,NA,NA,66179046,66179047,chr5,+
26575,26575,NA,-1,-1,1,NA,NA,NA,22329315,22329316,chr10,+
26576,26576,NA,-1,-1,1,NA,NA,NA,68842030,68842031,chr12,+
26577,26577,NA,-1,-1,1,NA,NA,NA,3162265,3162266,chr6_GL000250v2_alt,+
26578,26578,NA,-1,-1,1,NA,NA,NA,73081051,73081052,chr2,-
26579,26579,NA,-1,-1,1,NA,NA,NA,8940679,8940680,chr12,-
26580,26580,NA,-1,-1,1,NA,NA,NA,681799,681800,chr19,+
26581,26581,NA,-1,-1,1,NA,NA,NA,26545272,26545273,chr6,+
26582,26582,NA,-1,-1,1,NA,NA,NA,37566772,37566773,chr22,+
26583,26583,NA,-1,-1,1,NA,NA,NA,70251307,70251308,chr16,-
26584,26584,NA,-1,-1,1,NA,NA,NA,99514916,99514917,chr14,-
26585,26585,NA,-1,-1,1,NA,NA,NA,101985829,101985830,chr14,+
26586,26586,NA,-1,-1,1,NA,NA,NA,2972247,2972248,chr16,+
26587,26587,NA,-1,-1,1,NA,NA,NA,47349605,47349606,chr19,+
26588,26588,NA,-1,-1,1,NA,NA,NA,45883596,45883597,chr20,+
26589,26589,NA,-1,-1,1,NA,NA,NA,33554452,33554453,chr21,+
26590,26590,NA,-1,-1,1,NA,NA,NA,547217,547218,chr16,+
26591,26591,NA,-1,-1,1,NA,NA,NA,226392253,226392254,chr1,-
26592,26592,NA,-1,-1,1,NA,NA,NA,158672315,158672316,chr4,+
26593,26593,NA,-1,-1,1,NA,NA,NA,231711413,231711414,chr2,+
26594,26594,NA,-1,-1,1,NA,NA,NA,119174837,119174838,chr11,+
26595,26595,NA,-1,-1,1,NA,NA,NA,41405300,41405301,chr20,-
26596,26596,NA,-1,-1,1,NA,NA,NA,76782605,76782606,chr14,-
26597,26597,NA,-1,-1,1,NA,NA,NA,65777982,65777983,chr11,-
26598,26598,NA,-1,-1,1,NA,NA,NA,122981726,122981727,chr12,+
26599,26599,NA,-1,-1,1,NA,NA,NA,73518518,73518519,chr6,-
26600,26600,NA,-1,-1,1,NA,NA,NA,45075880,45075881,chr7,+
26601,26601,NA,-1,-1,1,NA,NA,NA,1377922,1377923,chr19,+
26602,26602,NA,-1,-1,1,NA,NA,NA,4833365,4833366,chr17,+
26603,26603,NA,-1,-1,1,NA,NA,NA,49622307,49622308,chr14,+
26604,26604,NA,-1,-1,1,NA,NA,NA,23637770,23637771,chr20,-
26605,26605,NA,-1,-1,1,NA,NA,NA,26890736,26890737,chr1,-
26606,26606,NA,-1,-1,1,NA,NA,NA,689773,689774,chr16,-
26607,26607,NA,-1,-1,1,NA,NA,NA,63202829,63202830,chr20,-
26608,26608,NA,-1,-1,1,NA,NA,NA,20500408,20500409,chr1,-
26609,26609,NA,-1,-1,1,NA,NA,NA,788664,788665,chr16,+
26610,26610,NA,-1,-1,1,NA,NA,NA,151104277,151104278,chr4,+
26611,26611,NA,-1,-1,1,NA,NA,NA,25371027,25371028,chr15,-
26612,26612,NA,-1,-1,1,NA,NA,NA,149071845,149071846,chr7,-
26613,26613,NA,-1,-1,1,NA,NA,NA,55347564,55347565,chr19,+
26614,26614,NA,-1,-1,1,NA,NA,NA,18317533,18317534,chr17,+
26615,26615,NA,-1,-1,1,NA,NA,NA,26780245,26780246,chr1,+
26616,26616,NA,-1,-1,1,NA,NA,NA,63187233,63187234,chr8,+
26617,26617,NA,-1,-1,1,NA,NA,NA,28285986,28285987,chr16,-
26618,26618,NA,-1,-1,1,NA,NA,NA,141320127,141320128,chr5,-
26619,26619,NA,-1,-1,1,NA,NA,NA,24540258,24540259,chr16,+
26620,26620,NA,-1,-1,1,NA,NA,NA,67424260,67424261,chr1,-
26621,26621,NA,-1,-1,1,NA,NA,NA,95656805,95656806,chr10,-
26622,26622,NA,-1,-1,1,NA,NA,NA,54281476,54281477,chr12,+
26623,26623,NA,-1,-1,1,NA,NA,NA,68262041,68262042,chr11,-
26624,26624,NA,-1,-1,1,NA,NA,NA,67908876,67908877,chr16,+
26625,26625,NA,-1,-1,1,NA,NA,NA,9893615,9893616,chr3,+
26626,26626,NA,-1,-1,1,NA,NA,NA,110341515,110341516,chr1,+
26627,26627,NA,-1,-1,1,NA,NA,NA,49531136,49531137,chr3,+
26628,26628,NA,-1,-1,1,NA,NA,NA,8189241,8189242,chr17,-
26629,26629,NA,-1,-1,1,NA,NA,NA,6224792,6224793,chr1,-
26630,26630,NA,-1,-1,1,NA,NA,NA,41405327,41405328,chr20,-
26631,26631,NA,-1,-1,1,NA,NA,NA,2307032,2307033,chr1,+
26632,26632,NA,-1,-1,1,NA,NA,NA,23766027,23766028,chr22,-
26633,26633,NA,-1,-1,1,NA,NA,NA,3999,4000,chrM,+
26634,26634,NA,-1,-1,1,NA,NA,NA,52032494,52032495,chr1,-
26635,26635,NA,-1,-1,1,NA,NA,NA,29513799,29513800,chr13,-
26636,26636,NA,-1,-1,1,NA,NA,NA,133308877,133308878,chr10,-
26637,26637,NA,-1,-1,1,NA,NA,NA,4793960,4793961,chr19,+
26638,26638,NA,-1,-1,1,NA,NA,NA,115691483,115691484,chr1,+
26639,26639,NA,-1,-1,1,NA,NA,NA,20650650,20650651,chr1,+
26640,26640,NA,-1,-1,1,NA,NA,NA,39399149,39399150,chr19,+
26641,26641,NA,-1,-1,1,NA,NA,NA,136115375,136115376,chr9,-
26642,26642,NA,-1,-1,1,NA,NA,NA,8398758,8398759,chr21,+
26643,26643,NA,-1,-1,1,NA,NA,NA,62805189,62805190,chr10,+
26644,26644,NA,-1,-1,1,NA,NA,NA,9162081,9162082,chr19,+
26645,26645,NA,-1,-1,1,NA,NA,NA,130236,130237,chr22_KI270733v1_random,+
26646,26646,NA,-1,-1,1,NA,NA,NA,25338328,25338329,chr1,+
26647,26647,NA,-1,-1,1,NA,NA,NA,29816766,29816767,chr16,+
26648,26648,NA,-1,-1,1,NA,NA,NA,39204128,39204129,chr17,+
26649,26649,NA,-1,-1,1,NA,NA,NA,169667044,169667045,chr6,-
26650,26650,NA,-1,-1,1,NA,NA,NA,59906493,59906494,chr10,-
26651,26651,NA,-1,-1,1,NA,NA,NA,97198250,97198251,chr9,-
26652,26652,NA,-1,-1,1,NA,NA,NA,15103847,15103848,chr10,+
26653,26653,NA,-1,-1,1,NA,NA,NA,60936753,60936754,chr11,+
26654,26654,NA,-1,-1,1,NA,NA,NA,73826867,73826868,chrX,-
26655,26655,NA,-1,-1,1,NA,NA,NA,95876,95877,chr15_KI270850v1_alt,+
26656,26656,NA,-1,-1,1,NA,NA,NA,59806531,59806532,chr11,-
26657,26657,NA,-1,-1,1,NA,NA,NA,152464861,152464862,chr7,+
26658,26658,NA,-1,-1,1,NA,NA,NA,137448453,137448454,chr9,-
26659,26659,NA,-1,-1,1,NA,NA,NA,36050407,36050408,chr20,-
26660,26660,NA,-1,-1,1,NA,NA,NA,68063003,68063004,chr2,-
26661,26661,NA,-1,-1,1,NA,NA,NA,48211574,48211575,chr19,-
26662,26662,NA,-1,-1,1,NA,NA,NA,74952836,74952837,chr9,-
26663,26663,NA,-1,-1,1,NA,NA,NA,144790388,144790389,chr8,-
26664,26664,NA,-1,-1,1,NA,NA,NA,35525771,35525772,chr8,-
26665,26665,NA,-1,-1,1,NA,NA,NA,81002574,81002575,chr15,+
26666,26666,NA,-1,-1,1,NA,NA,NA,7012333,7012334,chr17,-
26667,26667,NA,-1,-1,1,NA,NA,NA,33686381,33686382,chr20,-
26668,26668,NA,-1,-1,1,NA,NA,NA,35456105,35456106,chr6,+
26669,26669,NA,-1,-1,1,NA,NA,NA,114780684,114780685,chr1,-
26670,26670,NA,-1,-1,1,NA,NA,NA,39143622,39143623,chr3,-
26671,26671,NA,-1,-1,1,NA,NA,NA,93641614,93641615,chr12,-
26672,26672,NA,-1,-1,1,NA,NA,NA,53455471,53455472,chr12,+
26673,26673,NA,-1,-1,1,NA,NA,NA,101004202,101004203,chr2,+
26674,26674,NA,-1,-1,1,NA,NA,NA,79009733,79009734,chr17,-
26675,26675,NA,-1,-1,1,NA,NA,NA,76081856,76081857,chr17,-
26676,26676,NA,-1,-1,1,NA,NA,NA,27621557,27621558,chr13,+
26677,26677,NA,-1,-1,1,NA,NA,NA,197516065,197516066,chr2,+
26678,26678,NA,-1,-1,1,NA,NA,NA,4762906,4762907,chr7,+
26679,26679,NA,-1,-1,1,NA,NA,NA,100200821,100200822,chr12,+
26680,26680,NA,-1,-1,1,NA,NA,NA,6415284,6415285,chr19,-
26681,26681,NA,-1,-1,1,NA,NA,NA,17232078,17232079,chr19,-
26682,26682,NA,-1,-1,1,NA,NA,NA,2833854,2833855,chr4,+
26683,26683,NA,-1,-1,1,NA,NA,NA,151104260,151104261,chr4,+
26684,26684,NA,-1,-1,1,NA,NA,NA,29695436,29695437,chr22,+
26685,26685,NA,-1,-1,1,NA,NA,NA,41192823,41192824,chr13,-
26686,26686,NA,-1,-1,1,NA,NA,NA,26034246,26034247,chr2,+
26687,26687,NA,-1,-1,1,NA,NA,NA,73814092,73814093,chr10,-
26688,26688,NA,-1,-1,1,NA,NA,NA,101395368,101395369,chrX,+
26689,26689,NA,-1,-1,1,NA,NA,NA,31094897,31094898,chr16,-
26690,26690,NA,-1,-1,1,NA,NA,NA,5622775,5622776,chr19,-
26691,26691,NA,-1,-1,1,NA,NA,NA,32434925,32434926,chr20,+
26692,26692,NA,-1,-1,1,NA,NA,NA,110137523,110137524,chr9,+
26693,26693,NA,-1,-1,1,NA,NA,NA,14504,14505,chrM,+
26694,26694,NA,-1,-1,1,NA,NA,NA,41599007,41599008,chr8,+
26695,26695,NA,-1,-1,1,NA,NA,NA,81932692,81932693,chr17,-
26696,26696,NA,-1,-1,1,NA,NA,NA,171407716,171407717,chr5,+
26697,26697,NA,-1,-1,1,NA,NA,NA,150997179,150997180,chr1,-
26698,26698,NA,-1,-1,1,NA,NA,NA,48325553,48325554,chr19,+
26699,26699,NA,-1,-1,1,NA,NA,NA,15928858,15928859,chr1,+
26700,26700,NA,-1,-1,1,NA,NA,NA,140673786,140673787,chr7,+
26701,26701,NA,-1,-1,1,NA,NA,NA,144521254,144521255,chr8,+
26702,26702,NA,-1,-1,1,NA,NA,NA,1827925,1827926,chr19,-
26703,26703,NA,-1,-1,1,NA,NA,NA,153634042,153634043,chr1,+
26704,26704,NA,-1,-1,1,NA,NA,NA,63890912,63890913,chr20,+
26705,26705,NA,-1,-1,1,NA,NA,NA,33462438,33462439,chr9,-
26706,26706,NA,-1,-1,1,NA,NA,NA,127720152,127720153,chr2,-
26707,26707,NA,-1,-1,1,NA,NA,NA,6419069,6419070,chr11,-
26708,26708,NA,-1,-1,1,NA,NA,NA,16251267,16251268,chr1,-
26709,26709,NA,-1,-1,1,NA,NA,NA,20553607,20553608,chr12,+
26710,26710,NA,-1,-1,1,NA,NA,NA,25961771,25961772,chr1,-
26711,26711,NA,-1,-1,1,NA,NA,NA,171391777,171391778,chr5,+
26712,26712,NA,-1,-1,1,NA,NA,NA,118144809,118144810,chr12,+
26713,26713,NA,-1,-1,1,NA,NA,NA,5529687,5529688,chr7,-
26714,26714,NA,-1,-1,1,NA,NA,NA,34387753,34387754,chr15,-
26715,26715,NA,-1,-1,1,NA,NA,NA,924921,924922,chr1,+
26716,26716,NA,-1,-1,1,NA,NA,NA,11350801,11350802,chr16,+
26717,26717,NA,-1,-1,1,NA,NA,NA,180071532,180071533,chr5,-
26718,26718,NA,-1,-1,1,NA,NA,NA,1234542,1234543,chr1,+
26719,26719,NA,-1,-1,1,NA,NA,NA,175315,175316,chr22_KI270733v1_random,+
26720,26720,NA,-1,-1,1,NA,NA,NA,41457549,41457550,chr13,+
26721,26721,NA,-1,-1,1,NA,NA,NA,102140868,102140869,chr10,+
26722,26722,NA,-1,-1,1,NA,NA,NA,13889892,13889893,chr19,-
26723,26723,NA,-1,-1,1,NA,NA,NA,124993887,124993888,chr12,+
26724,26724,NA,-1,-1,1,NA,NA,NA,1593434,1593435,chr12,-
26725,26725,NA,-1,-1,1,NA,NA,NA,81689212,81689213,chr9,-
26726,26726,NA,-1,-1,1,NA,NA,NA,4672397,4672398,chr17,-
26727,26727,NA,-1,-1,1,NA,NA,NA,235342265,235342266,chr1,+
26728,26728,NA,-1,-1,1,NA,NA,NA,67677881,67677882,chr14,-
26729,26729,NA,-1,-1,1,NA,NA,NA,112822632,112822633,chrX,-
26730,26730,NA,-1,-1,1,NA,NA,NA,16217219,16217220,chr17,+
26731,26731,NA,-1,-1,1,NA,NA,NA,38742788,38742789,chr22,+
26732,26732,NA,-1,-1,1,NA,NA,NA,64246937,64246938,chr11,-
26733,26733,NA,-1,-1,1,NA,NA,NA,132808317,132808318,chr12,-
26734,26734,NA,-1,-1,1,NA,NA,NA,43348031,43348032,chr3,+
26735,26735,NA,-1,-1,1,NA,NA,NA,627788,627789,chr16,+
26736,26736,NA,-1,-1,1,NA,NA,NA,197497259,197497260,chr2,-
26737,26737,NA,-1,-1,1,NA,NA,NA,30721119,30721120,chr4,+
26738,26738,NA,-1,-1,1,NA,NA,NA,46412586,46412587,chr19,-
26739,26739,NA,-1,-1,1,NA,NA,NA,44776753,44776754,chr1,+
26740,26740,NA,-1,-1,1,NA,NA,NA,7612639,7612640,chr19,+
26741,26741,NA,-1,-1,1,NA,NA,NA,33401514,33401515,chr20,-
26742,26742,NA,-1,-1,1,NA,NA,NA,49038182,49038183,chr12,-
26743,26743,NA,-1,-1,1,NA,NA,NA,81845162,81845163,chr17,-
26744,26744,NA,-1,-1,1,NA,NA,NA,142663817,142663818,chr8,-
26745,26745,NA,-1,-1,1,NA,NA,NA,127504835,127504836,chr2,-
26746,26746,NA,-1,-1,1,NA,NA,NA,10154726,10154727,chr19,-
26747,26747,NA,-1,-1,1,NA,NA,NA,11364617,11364618,chr19,+
26748,26748,NA,-1,-1,1,NA,NA,NA,179846224,179846225,chr1,-
26749,26749,NA,-1,-1,1,NA,NA,NA,179917878,179917879,chr1,+
26750,26750,NA,-1,-1,1,NA,NA,NA,80136406,80136407,chr18,+
26751,26751,NA,-1,-1,1,NA,NA,NA,166849426,166849427,chr1,+
26752,26752,NA,-1,-1,1,NA,NA,NA,143816626,143816627,chr8,-
26753,26753,NA,-1,-1,1,NA,NA,NA,2975693,2975694,chr16,-
26754,26754,NA,-1,-1,1,NA,NA,NA,173317979,173317980,chr5,-
26755,26755,NA,-1,-1,1,NA,NA,NA,43387210,43387211,chr10,-
26756,26756,NA,-1,-1,1,NA,NA,NA,151198870,151198871,chr1,+
26757,26757,NA,-1,-1,1,NA,NA,NA,49491862,49491863,chr19,+
26758,26758,NA,-1,-1,1,NA,NA,NA,93289330,93289331,chr9,+
26759,26759,NA,-1,-1,1,NA,NA,NA,46070434,46070435,chr20,-
26760,26760,NA,-1,-1,1,NA,NA,NA,8866349,8866350,chr1,-
26761,26761,NA,-1,-1,1,NA,NA,NA,307579,307580,chr12,-
26762,26762,NA,-1,-1,1,NA,NA,NA,23088777,23088778,chr1,-
