chr	start	end	strand	label	gene_id	genomic_position	HCT116_model	n_reads	HEK293T_model	Arabidopsis_model
ENST00000368467	827	828	.	0	ENSG00000163344	154925186	0.5877428	66	0.724322	0.42566013
ENST00000368467	853	854	.	0	ENSG00000163344	154925160	0.17149441	62	0.17007568	0.32417166
ENST00000368467	878	879	.	0	ENSG00000163344	154925135	0.10514619	54	0.31248006	0.071902536
ENST00000368467	936	937	.	0	ENSG00000163344	154925077	0.33674002	59	0.2722058	0.015020847
ENST00000368467	981	982	.	0	ENSG00000163344	154925032	0.44194707	61	0.5424792	0.30507123
ENST00000368467	985	986	.	0	ENSG00000163344	154925028	0.042441368	60	0.24610667	0.004921496
ENST00000368467	1038	1039	.	0	ENSG00000163344	154924975	0.037726022	62	0.06816498	0.03849802
ENST00000368467	1048	1049	.	0	ENSG00000163344	154924965	0.1478015	66	0.19440088	0.16157636
ENST00000368467	1071	1072	.	0	ENSG00000163344	154924942	0.13766636	68	0.3479362	0.06992062
ENST00000368467	1094	1095	.	0	ENSG00000163344	154924919	0.38530627	70	0.41403764	0.10807935
ENST00000368467	1139	1140	.	0	ENSG00000163344	154924874	0.075312	68	0.1331958	0.05031266
ENST00000368467	1194	1195	.	0	ENSG00000163344	154924819	0.5592092	61	0.5238077	0.04532044
ENST00000368467	1228	1229	.	0	ENSG00000163344	154924785	0.14788815	57	0.1318325	0.061087705
ENST00000368467	1259	1260	.	0	ENSG00000163344	154924754	0.008266604	63	0.09232607	0.27812892
ENST00000254998	99	100	.	0	ENSG00000132661	23350835	0.517249	41	0.5684072	0.22189645
ENST00000254998	137	138	.	0	ENSG00000132661	23350873	0.08512764	44	0.14071189	0.280526
ENST00000254998	227	228	.	0	ENSG00000132661	23350963	0.30999604	45	0.136763	0.43418765
ENST00000254998	253	254	.	0	ENSG00000132661	23350989	0.5470654	50	0.6959523	0.13739225
ENST00000254998	305	306	.	0	ENSG00000132661	23351041	0.052608777	55	0.053874206	0.019214416
ENST00000254998	380	381	.	0	ENSG00000132661	23354035	0.1061867	49	0.14813714	0.05530697
ENST00000254998	408	409	.	0	ENSG00000132661	23354063	0.18000431	51	0.2811572	0.14601341
ENST00000254998	548	549	.	1	ENSG00000132661	23354203	0.99688894	40	0.9928228	0.99948597
ENST00000254998	613	614	.	1	ENSG00000132661	23354268	0.89073545	49	0.88137376	0.97481155
ENST00000254998	651	652	.	0	ENSG00000132661	23354306	0.030104136	47	0.10825469	0.012388456
ENST00000254998	697	698	.	0	ENSG00000132661	23354352	0.092621386	54	0.2932012	0.012248349
ENST00000254998	701	702	.	0	ENSG00000132661	23354356	0.010794103	56	0.12961718	0.027255893
ENST00000254998	721	722	.	1	ENSG00000132661	23354376	0.6022235	46	0.68173754	0.25545728
ENST00000254998	732	733	.	0	ENSG00000132661	23354387	0.3047956	41	0.13011833	0.19983716
ENST00000254998	778	779	.	1	ENSG00000132661	23354433	0.9718412	49	0.7974539	0.7015362
ENST00000254998	796	797	.	1	ENSG00000132661	23354451	0.99310696	49	0.9459845	0.9999067
ENST00000254998	867	868	.	0	ENSG00000132661	23354522	0.1362789	52	0.14161311	0.17883946
ENST00000254998	892	893	.	0	ENSG00000132661	23354547	0.2312495	53	0.34430948	0.24462286
ENST00000254998	920	921	.	1	ENSG00000132661	23354575	0.35027838	51	0.49828616	0.30620542
ENST00000254998	929	930	.	1	ENSG00000132661	23354584	0.9028249	44	0.86701125	0.9697342
ENST00000254998	950	951	.	0	ENSG00000132661	23354605	0.91711676	52	0.81072026	0.3937353
ENST00000254998	1032	1033	.	0	ENSG00000132661	23354687	0.14313357	42	0.3698792	0.4283824
ENST00000254998	1063	1064	.	0	ENSG00000132661	23354718	0.96363544	27	0.91452825	0.99976385
ENST00000254998	1084	1085	.	0	ENSG00000132661	23354739	0.27218586	24	0.28743345	0.3190062
ENST00000273130	243	244	.	0	ENSG00000144635	32570631	0.30938572	28	0.21514669	0.16133356
ENST00000273130	344	345	.	0	ENSG00000144635	32545945	0.007665825	31	0.09507742	0.038446892
ENST00000273130	432	433	.	0	ENSG00000144635	32545857	0.004330969	25	0.13473198	0.0023317933
ENST00000273130	446	447	.	0	ENSG00000144635	32545101	0.008492554	30	0.09425293	0.017528366
ENST00000273130	477	478	.	0	ENSG00000144635	32545070	0.10802704	29	0.21776089	0.050310206
ENST00000273130	555	556	.	0	ENSG00000144635	32544992	0.05825577	32	0.25990927	0.35194927
ENST00000273130	572	573	.	0	ENSG00000144635	32544975	0.90157384	29	0.7009648	0.26879507
ENST00000273130	616	617	.	0	ENSG00000144635	32544931	0.3631031	33	0.40314466	0.3182017
ENST00000273130	624	625	.	0	ENSG00000144635	32544923	0.04711765	31	0.23812196	0.1640454
ENST00000273130	628	629	.	0	ENSG00000144635	32544919	0.28939372	28	0.45941824	0.11541472
ENST00000273130	655	656	.	0	ENSG00000144635	32544892	0.0054130554	34	0.087263964	0.013792669
ENST00000273130	664	665	.	0	ENSG00000144635	32544883	0.10638199	31	0.35984355	0.03726276
ENST00000273130	681	682	.	0	ENSG00000144635	32541197	0.2300845	30	0.5377289	0.24668367
ENST00000273130	711	712	.	0	ENSG00000144635	32541167	0.12869877	30	0.5356258	0.023200834
ENST00000273130	756	757	.	0	ENSG00000144635	32541122	0.12215112	30	0.33005267	0.4383463
ENST00000273130	765	766	.	0	ENSG00000144635	32541113	0.013802516	31	0.16607282	0.023208667
ENST00000273130	807	808	.	0	ENSG00000144635	32541071	0.09080523	33	0.24684128	0.06355101
ENST00000273130	871	872	.	0	ENSG00000144635	32537075	0.42187077	30	0.46989837	0.22001815
ENST00000273130	876	877	.	0	ENSG00000144635	32537070	0.12862724	33	0.43226242	0.36029702
ENST00000273130	889	890	.	0	ENSG00000144635	32537057	0.30354434	34	0.5353881	0.027906453
ENST00000273130	972	973	.	0	ENSG00000144635	32534610	0.008140719	29	0.114612	0.029645478
ENST00000273130	984	985	.	0	ENSG00000144635	32534598	0.12765233	34	0.4091063	0.35006094
ENST00000273130	1012	1013	.	0	ENSG00000144635	32534570	0.013102221	28	0.27134722	0.0977263
ENST00000273130	1127	1128	.	0	ENSG00000144635	32533042	0.07964818	35	0.14471003	0.01532042
ENST00000273130	1155	1156	.	0	ENSG00000144635	32533014	0.20816119	32	0.3016587	0.509833
ENST00000273130	1163	1164	.	0	ENSG00000144635	32533006	0.2587386	35	0.49650264	0.53266937
ENST00000273130	1168	1169	.	0	ENSG00000144635	32533001	0.033881426	32	0.10588489	0.22161193
ENST00000273130	1325	1326	.	0	ENSG00000144635	32529624	0.40504807	36	0.60900784	0.132675
ENST00000273130	1401	1402	.	0	ENSG00000144635	32529548	0.03816273	33	0.069833204	0.033986486
ENST00000273130	1469	1470	.	0	ENSG00000144635	32528542	0.5778331	28	0.6182692	0.59866935
ENST00000273130	1597	1598	.	0	ENSG00000144635	32526877	0.41200852	34	0.506461	0.13040258
ENST00000273130	1602	1603	.	0	ENSG00000144635	32526872	0.0720201	32	0.25752974	0.025303388
ENST00000273130	1618	1619	.	0	ENSG00000144635	32526856	0.0021319985	35	0.050718166	0.12628485
ENST00000254286	176	177	.	0	ENSG00000131966	58202874	0.4555939	20	0.36263686	0.2806759
ENST00000254286	336	337	.	0	ENSG00000131966	58209022	0.029395651	21	0.1543391	0.030364644
ENST00000254286	389	390	.	0	ENSG00000131966	58209075	0.030147444	22	0.1111125	0.042745925
ENST00000254286	622	623	.	0	ENSG00000131966	58215229	0.17260776	22	0.37048587	0.4472316
ENST00000254286	636	637	.	0	ENSG00000131966	58215243	0.09968321	20	0.22470388	0.01027484
ENST00000254286	655	656	.	0	ENSG00000131966	58215262	0.09769909	23	0.28527704	0.11703856
ENST00000254286	705	706	.	0	ENSG00000131966	58219721	0.027203405	20	0.4626307	0.0010033011
ENST00000254286	748	749	.	0	ENSG00000131966	58223656	0.45825392	23	0.5021577	0.60073984
ENST00000254286	819	820	.	0	ENSG00000131966	58223808	0.19655655	23	0.35493857	0.4784538
ENST00000254286	895	896	.	0	ENSG00000131966	58230426	0.088902816	23	0.44465137	0.0031061172
ENST00000254286	960	961	.	0	ENSG00000131966	58232076	0.017777015	22	0.107247055	0.0020776987
ENST00000254286	1066	1067	.	0	ENSG00000131966	58232182	0.015781831	22	0.08225213	0.12445221
ENST00000254286	1254	1255	.	0	ENSG00000131966	58234472	0.16499425	23	0.1803977	0.38538402
ENST00000254286	1289	1290	.	0	ENSG00000131966	58234507	0.09959719	20	0.22071996	0.08467579
ENST00000254286	1376	1377	.	0	ENSG00000131966	58234594	0.010248696	24	0.051469397	0.13621242
ENST00000254286	1427	1428	.	0	ENSG00000131966	58234645	0.5089953	22	0.5957645	0.5171457
ENST00000254286	1487	1488	.	0	ENSG00000131966	58234705	0.0642506	22	0.27980965	0.16345158
ENST00000629690	231	232	.	0	ENSG00000275837	23787194	0.1671099	32	0.33850914	0.052096784
ENST00000629690	307	308	.	0	ENSG00000275837	23791763	0.040923595	34	0.17262562	0.18077675
ENST00000629690	444	445	.	0	ENSG00000275837	23793591	0.14186987	34	0.28473943	0.33505923
ENST00000629690	545	546	.	0	ENSG00000275837	23800947	0.11801988	38	0.36993614	0.08728866
ENST00000629690	562	563	.	0	ENSG00000275837	23800964	0.06260574	39	0.1986166	0.0111228945
ENST00000629690	640	641	.	0	ENSG00000275837	23801042	0.37897697	41	0.18106307	0.021543479
ENST00000629690	655	656	.	0	ENSG00000275837	23801057	0.011085796	37	0.076608025	0.0051936386
ENST00000629690	666	667	.	0	ENSG00000275837	23801068	0.2927368	42	0.13032435	0.10681238
ENST00000629690	742	743	.	0	ENSG00000275837	23803303	0.16273713	37	0.12881	0.15120402
ENST00000629690	748	749	.	0	ENSG00000275837	23803309	0.07769749	28	0.079809666	0.08626839
ENST00000629690	808	809	.	0	ENSG00000275837	23803369	0.081707075	38	0.43894005	0.08607987
ENST00000629690	853	854	.	0	ENSG00000275837	23803414	0.478234	40	0.5956995	0.19359477
ENST00000629690	919	920	.	0	ENSG00000275837	23816827	0.25167623	41	0.17025293	0.014168644
ENST00000629690	959	960	.	0	ENSG00000275837	23816867	0.19069308	42	0.23204032	0.18351738
ENST00000629690	985	986	.	0	ENSG00000275837	23816893	0.37498984	32	0.61171156	0.26626182
ENST00000629690	1000	1001	.	0	ENSG00000275837	23816908	0.24381752	42	0.30181322	0.011736381
ENST00000629690	1009	1010	.	0	ENSG00000275837	23816917	0.05844555	43	0.118744686	0.00536443
ENST00000629690	1033	1034	.	0	ENSG00000275837	23825229	0.39022878	36	0.60931575	0.30462915
ENST00000629690	1048	1049	.	0	ENSG00000275837	23825244	0.044915497	42	0.1373547	0.06326868
ENST00000629690	1063	1064	.	0	ENSG00000275837	23825259	0.3918242	37	0.42511433	0.6192401
ENST00000629690	1078	1079	.	0	ENSG00000275837	23825274	0.05155902	45	0.34959385	0.01814878
ENST00000629690	1096	1097	.	0	ENSG00000275837	23825292	0.3087283	44	0.32097572	0.15970334
ENST00000629690	1184	1185	.	0	ENSG00000275837	23825380	0.24676545	41	0.5062517	0.10466864
ENST00000629690	1206	1207	.	0	ENSG00000275837	23825402	0.0950654	39	0.14496663	0.024135267
ENST00000629690	1225	1226	.	0	ENSG00000275837	23833577	0.10574762	31	0.22153416	0.0068621757
ENST00000629690	1258	1259	.	0	ENSG00000275837	23833610	0.6119249	44	0.5680046	0.11402042
ENST00000629690	1273	1274	.	0	ENSG00000275837	23833625	0.25278187	39	0.30910864	0.3610081
ENST00000629690	1296	1297	.	0	ENSG00000275837	23833648	0.2637477	43	0.38892192	0.4571581
ENST00000629690	1302	1303	.	0	ENSG00000275837	23833654	0.18905014	42	0.22806492	0.054208018
ENST00000629690	1339	1340	.	0	ENSG00000275837	23833691	0.1698539	40	0.53341925	0.0042514205
ENST00000629690	1345	1346	.	0	ENSG00000275837	23833697	0.32155934	46	0.4000227	0.017533625
ENST00000629690	1391	1392	.	0	ENSG00000275837	23834180	0.06784908	44	0.10863223	0.4298814
ENST00000629690	1466	1467	.	0	ENSG00000275837	23834255	0.35197577	35	0.594993	0.38215375
ENST00000629690	1480	1481	.	0	ENSG00000275837	23834269	0.35280535	37	0.57919806	0.07989381
ENST00000629690	1628	1629	.	0	ENSG00000275837	23834417	0.040545713	44	0.10679816	0.018788362
ENST00000629690	1683	1684	.	0	ENSG00000275837	23834472	0.003075254	39	0.08301221	0.018660974
ENST00000618915	220	221	.	0	ENSG00000275837	23787194	0.18710636	51	0.3190518	0.073608145
ENST00000618915	296	297	.	0	ENSG00000275837	23791763	0.07064656	52	0.15271077	0.3791987
ENST00000618915	409	410	.	0	ENSG00000275837	23791876	0.035914443	48	0.15758339	0.16045548
ENST00000618915	414	415	.	0	ENSG00000275837	23791881	0.008434558	49	0.11492696	0.068153575
ENST00000618915	419	420	.	0	ENSG00000275837	23791886	0.045312893	49	0.10932855	0.0014048815
ENST00000618915	460	461	.	0	ENSG00000275837	23793591	0.114984885	49	0.12529027	0.23087952
ENST00000618915	561	562	.	0	ENSG00000275837	23800947	0.09346441	59	0.29460904	0.0058243275
ENST00000618915	578	579	.	0	ENSG00000275837	23800964	0.061470103	58	0.1792265	0.004983413
ENST00000618915	656	657	.	0	ENSG00000275837	23801042	0.48313323	55	0.15787943	0.02429111
ENST00000618915	671	672	.	0	ENSG00000275837	23801057	0.10047312	51	0.15632802	0.13991967
ENST00000618915	682	683	.	0	ENSG00000275837	23801068	0.206742	56	0.08728647	0.2169246
ENST00000618915	704	705	.	0	ENSG00000275837	23803303	0.037621986	48	0.11124535	0.0544343
ENST00000618915	710	711	.	0	ENSG00000275837	23803309	0.06811386	50	0.05753987	0.031235253
ENST00000618915	770	771	.	0	ENSG00000275837	23803369	0.05684632	51	0.46343142	0.04643389
ENST00000618915	815	816	.	0	ENSG00000275837	23803414	0.48495883	59	0.54636717	0.28932104
ENST00000618915	881	882	.	0	ENSG00000275837	23816827	0.2378027	60	0.17467071	0.0144535545
ENST00000618915	921	922	.	0	ENSG00000275837	23816867	0.069140054	52	0.3497665	0.06573882
ENST00000618915	947	948	.	0	ENSG00000275837	23816893	0.24006677	53	0.4387024	0.082946524
ENST00000618915	962	963	.	0	ENSG00000275837	23816908	0.24955288	60	0.3331427	0.20947818
ENST00000618915	971	972	.	0	ENSG00000275837	23816917	0.011045003	61	0.111849226	0.003085494
ENST00000618915	995	996	.	0	ENSG00000275837	23825229	0.35846695	61	0.49439925	0.117621884
ENST00000618915	1010	1011	.	0	ENSG00000275837	23825244	0.02943114	64	0.0659049	0.1664878
ENST00000618915	1025	1026	.	0	ENSG00000275837	23825259	0.5932913	49	0.63604677	0.22855692
ENST00000618915	1040	1041	.	0	ENSG00000275837	23825274	0.29741734	60	0.49163502	0.12564564
ENST00000618915	1058	1059	.	0	ENSG00000275837	23825292	0.34462452	65	0.44472304	0.14921716
ENST00000618915	1146	1147	.	0	ENSG00000275837	23825380	0.39767408	57	0.5538332	0.089707114
ENST00000618915	1168	1169	.	0	ENSG00000275837	23825402	0.015159965	64	0.13616903	0.023039985
ENST00000618915	1187	1188	.	0	ENSG00000275837	23833577	0.10156256	59	0.17140669	0.054144107
ENST00000618915	1220	1221	.	0	ENSG00000275837	23833610	0.5360874	56	0.4448064	0.025071573
ENST00000618915	1235	1236	.	0	ENSG00000275837	23833625	0.084539115	62	0.2873315	0.06715159
ENST00000618915	1258	1259	.	0	ENSG00000275837	23833648	0.30617982	63	0.36193737	0.0588241
ENST00000618915	1264	1265	.	0	ENSG00000275837	23833654	0.1372105	55	0.3124409	0.08227185
ENST00000618915	1301	1302	.	0	ENSG00000275837	23833691	0.22761936	56	0.50642043	0.009519136
ENST00000618915	1307	1308	.	0	ENSG00000275837	23833697	0.4534986	64	0.4222471	0.040690325
ENST00000618915	1353	1354	.	0	ENSG00000275837	23834180	0.0605958	61	0.15574364	0.13471237
ENST00000618915	1428	1429	.	0	ENSG00000275837	23834255	0.15121007	58	0.4194447	0.02637986
ENST00000618915	1442	1443	.	0	ENSG00000275837	23834269	0.5795489	53	0.73915815	0.44834718
ENST00000618915	1590	1591	.	0	ENSG00000275837	23834417	0.033487845	69	0.25036883	0.023526799
ENST00000618915	1645	1646	.	0	ENSG00000275837	23834472	0.0026962876	56	0.06997132	0.027129948
ENST00000244496	23	24	.	0	ENSG00000124541	43021668	0.010299349	40	0.2284276	0.004254925
ENST00000244496	80	81	.	0	ENSG00000124541	43021725	0.42970842	32	0.24490419	0.1152799
ENST00000244496	149	150	.	0	ENSG00000124541	43024994	0.0025648833	42	0.08840939	0.0004398465
ENST00000244496	193	194	.	0	ENSG00000124541	43025038	0.09216136	43	0.26670069	0.003954387
ENST00000244496	207	208	.	0	ENSG00000124541	43025052	0.0059015034	44	0.09728321	0.023658644
ENST00000244496	237	238	.	0	ENSG00000124541	43025082	0.006766224	44	0.06282604	0.076005615
ENST00000244496	249	250	.	0	ENSG00000124541	43025094	0.056720447	40	0.08493596	0.030957114
ENST00000244496	365	366	.	0	ENSG00000124541	43026047	0.27397195	47	0.20797853	0.0757726
ENST00000244496	413	414	.	0	ENSG00000124541	43026095	0.03692671	42	0.17835386	0.3168401
ENST00000244496	418	419	.	0	ENSG00000124541	43026100	0.0951399	48	0.0897583	0.098881185
ENST00000244496	437	438	.	0	ENSG00000124541	43026119	0.007988024	45	0.17853649	0.09765711
ENST00000244496	471	472	.	0	ENSG00000124541	43027189	0.027478348	46	0.18282294	0.0866773
ENST00000244496	510	511	.	0	ENSG00000124541	43027228	0.35920063	43	0.6590484	0.25795993
ENST00000244496	719	720	.	0	ENSG00000124541	43029158	0.19096828	48	0.41940713	0.044980846
ENST00000244496	758	759	.	1	ENSG00000124541	43029197	0.7406295	48	0.71264774	0.8055172
ENST00000244496	765	766	.	0	ENSG00000124541	43029204	0.017870415	47	0.19181494	0.17265171
ENST00000244496	796	797	.	1	ENSG00000124541	43029235	0.7343904	50	0.65151256	0.43379098
ENST00000244496	828	829	.	0	ENSG00000124541	43029267	0.05600693	50	0.28744847	0.21326149
ENST00000244496	844	845	.	1	ENSG00000124541	43029283	0.9732278	44	0.723389	0.34378144
ENST00000244496	920	921	.	1	ENSG00000124541	43029359	0.45073193	45	0.70614624	0.72093886
ENST00000244496	936	937	.	1	ENSG00000124541	43029375	0.994244	45	0.9912152	0.9988252
ENST00000244496	1045	1046	.	0	ENSG00000124541	43029484	0.0074234484	44	0.074711	0.13472722
ENST00000244496	1084	1085	.	0	ENSG00000124541	43029523	0.0047426345	44	0.10441916	0.03078277
ENST00000244496	1103	1104	.	0	ENSG00000124541	43029542	0.30597156	44	0.54342145	0.18524727
ENST00000244496	1118	1119	.	0	ENSG00000124541	43029557	0.989614	26	0.9928548	0.9243535
ENST00000244496	1143	1144	.	1	ENSG00000124541	43029582	0.13693008	22	0.20136292	0.41982698
ENST00000002165	35	36	.	0	ENSG00000001036	143511655	0.054913677	29	0.28740388	0.0074424027
ENST00000002165	54	55	.	0	ENSG00000001036	143511636	0.18045947	36	0.4819871	0.114148855
ENST00000002165	207	208	.	0	ENSG00000001036	143511483	0.19328651	37	0.24613261	0.34709817
ENST00000002165	367	368	.	0	ENSG00000001036	143507337	0.36866015	33	0.41520315	0.27066797
ENST00000002165	449	450	.	0	ENSG00000001036	143507255	0.07987013	40	0.19642846	0.03053472
ENST00000002165	457	458	.	0	ENSG00000001036	143507247	0.120179474	38	0.25319672	0.26398808
ENST00000002165	501	502	.	0	ENSG00000001036	143504219	0.67453134	36	0.65734494	0.18205275
ENST00000002165	534	535	.	0	ENSG00000001036	143504186	0.56283695	34	0.7831951	0.67971677
ENST00000002165	547	548	.	0	ENSG00000001036	143504173	0.6649639	37	0.78304476	0.0680543
ENST00000002165	567	568	.	0	ENSG00000001036	143504153	0.13950907	37	0.3905235	0.01188879
ENST00000002165	572	573	.	0	ENSG00000001036	143504148	0.82813966	34	0.8203346	0.42996192
ENST00000002165	576	577	.	0	ENSG00000001036	143504144	0.33992958	30	0.08356079	0.27961808
ENST00000002165	589	590	.	1	ENSG00000001036	143504131	0.98860276	32	0.98411673	0.99898654
ENST00000002165	680	681	.	0	ENSG00000001036	143504040	0.673936	35	0.442247	0.75615746
ENST00000002165	708	709	.	0	ENSG00000001036	143504012	0.12304689	40	0.4650035	0.0073011755
ENST00000002165	771	772	.	0	ENSG00000001036	143503949	0.18938857	37	0.316424	0.0056416513
ENST00000002165	900	901	.	0	ENSG00000001036	143502473	0.030057335	41	0.10953925	0.06989904
ENST00000002165	907	908	.	0	ENSG00000001036	143502466	0.1711671	40	0.6967104	0.49004394
ENST00000002165	933	934	.	0	ENSG00000001036	143502440	0.054862548	38	0.20004413	0.0095588565
ENST00000002165	941	942	.	0	ENSG00000001036	143502432	0.010728824	36	0.19210258	0.06606636
ENST00000002165	948	949	.	0	ENSG00000001036	143502425	0.017771125	34	0.17299798	0.0060550333
ENST00000002165	952	953	.	0	ENSG00000001036	143502421	0.3007692	36	0.38483948	0.30985934
ENST00000002165	990	991	.	0	ENSG00000001036	143502383	0.2926928	39	0.5348505	0.3900345
ENST00000002165	1031	1032	.	0	ENSG00000001036	143502110	0.16400453	41	0.24460468	0.13490334
ENST00000002165	1163	1164	.	0	ENSG00000001036	143501978	0.106521405	38	0.16260499	0.096224055
ENST00000002165	1188	1189	.	0	ENSG00000001036	143501953	0.058777034	40	0.23519388	0.008250701
ENST00000002165	1273	1274	.	0	ENSG00000001036	143497434	0.29452768	44	0.41300184	0.009592319
ENST00000002165	1324	1325	.	0	ENSG00000001036	143495842	0.0355525	45	0.093837105	0.15101746
ENST00000002165	1339	1340	.	0	ENSG00000001036	143495827	0.68169343	31	0.7511195	0.7927645
ENST00000002165	1350	1351	.	0	ENSG00000001036	143495816	0.41083366	44	0.39815682	0.045765877
ENST00000002165	1387	1388	.	1	ENSG00000001036	143495779	0.9638001	37	0.84661067	0.55228186
ENST00000002165	1400	1401	.	0	ENSG00000001036	143495766	0.0014948606	45	0.06711974	0.1707575
ENST00000002165	1445	1446	.	0	ENSG00000001036	143495721	0.76148546	44	0.6432744	0.32432038
ENST00000002165	1506	1507	.	0	ENSG00000001036	143495660	0.7563651	42	0.5386713	0.1354564
ENST00000002165	1553	1554	.	0	ENSG00000001036	143495613	0.47503686	42	0.5399842	0.1567116
ENST00000002165	1630	1631	.	0	ENSG00000001036	143495536	0.005738354	34	0.06617986	0.026127696
ENST00000002165	1639	1640	.	0	ENSG00000001036	143495527	0.1407695	39	0.26926675	0.21700558
ENST00000262613	364	365	.	0	ENSG00000109062	74749016	0.5661014	22	0.59612405	0.29031795
ENST00000262613	405	406	.	0	ENSG00000109062	74749057	0.036507893	25	0.13728419	0.1062778
ENST00000262613	742	743	.	0	ENSG00000109062	74762118	0.36841255	31	0.22521195	0.07183766
ENST00000262613	748	749	.	0	ENSG00000109062	74762124	0.48310485	35	0.4450795	0.3999607
ENST00000262613	870	871	.	0	ENSG00000109062	74763439	0.25878158	37	0.19706827	0.01798464
ENST00000262613	889	890	.	0	ENSG00000109062	74763458	0.21651897	32	0.602564	0.15164435
ENST00000262613	897	898	.	0	ENSG00000109062	74763466	0.35403186	40	0.3007204	0.5003153
ENST00000262613	997	998	.	0	ENSG00000109062	74768151	0.18839286	41	0.4703123	0.09935077
ENST00000262613	1069	1070	.	0	ENSG00000109062	74768223	0.43906078	40	0.45829782	0.08989753
ENST00000262613	1096	1097	.	0	ENSG00000109062	74768481	0.7197278	32	0.6181272	0.3910402
ENST00000262613	1109	1110	.	0	ENSG00000109062	74768494	0.2122879	43	0.14570312	0.06441741
ENST00000262613	1114	1115	.	0	ENSG00000109062	74768499	0.73790044	41	0.71203256	0.1826828
ENST00000262613	1159	1160	.	0	ENSG00000109062	74768544	0.15946351	47	0.3334147	0.22710112
ENST00000262613	1234	1235	.	0	ENSG00000109062	74768619	0.8575374	30	0.89316446	0.9831072
ENST00000262613	1253	1254	.	1	ENSG00000109062	74768638	0.6882799	50	0.70219713	0.3973403
ENST00000262613	1293	1294	.	0	ENSG00000109062	74768678	0.51637864	41	0.5218953	0.056938898
ENST00000262613	1392	1393	.	0	ENSG00000109062	74768777	0.034481764	46	0.3100953	0.1290527
ENST00000262613	1412	1413	.	0	ENSG00000109062	74768797	0.85055053	52	0.6793116	0.8346092
ENST00000262613	1428	1429	.	0	ENSG00000109062	74768813	0.32724702	52	0.4537169	0.30897015
ENST00000262613	1477	1478	.	0	ENSG00000109062	74768862	0.7224146	52	0.63730067	0.7339016
ENST00000262613	1544	1545	.	0	ENSG00000109062	74768929	0.26733047	50	0.4145356	0.23635435
ENST00000262613	1555	1556	.	0	ENSG00000109062	74768940	0.0552788	47	0.11900394	0.0043984056
ENST00000262613	1580	1581	.	0	ENSG00000109062	74768965	0.65610313	44	0.48825747	0.124975994
ENST00000262613	1645	1646	.	0	ENSG00000109062	74769030	0.9103214	53	0.83384246	0.6030782
ENST00000262613	1651	1652	.	0	ENSG00000109062	74769036	0.5786499	50	0.66695374	0.23257414
ENST00000262613	1659	1660	.	0	ENSG00000109062	74769044	0.7240921	55	0.6829418	0.3420202
ENST00000262613	1676	1677	.	0	ENSG00000109062	74769061	0.31710514	33	0.527315	0.15765454
ENST00000262613	1698	1699	.	0	ENSG00000109062	74769083	0.06221968	50	0.11285194	0.032068502
ENST00000262613	1709	1710	.	0	ENSG00000109062	74769094	0.19533941	54	0.3540552	0.24051642
ENST00000262613	1786	1787	.	0	ENSG00000109062	74769171	0.007954931	55	0.0748299	0.016876746
ENST00000262613	1839	1840	.	0	ENSG00000109062	74769224	0.190512	53	0.38893372	0.35661125
ENST00000262613	1868	1869	.	0	ENSG00000109062	74769253	0.50295097	42	0.7731801	0.24429114
ENST00000262613	1937	1938	.	0	ENSG00000109062	74769322	0.03846816	51	0.17695776	0.03273481
ENST00000316448	172	173	.	1	ENSG00000179218	12939142	0.35910228	83	0.28306705	0.07166342
ENST00000316448	195	196	.	0	ENSG00000179218	12939165	0.09082224	158	0.14626004	0.0070168376
ENST00000316448	274	275	.	0	ENSG00000179218	12939436	0.12728061	127	0.18463004	0.0038673282
ENST00000316448	366	367	.	0	ENSG00000179218	12939528	0.039164066	163	0.15658394	0.15609577
ENST00000316448	377	378	.	0	ENSG00000179218	12939539	0.45045418	157	0.3505623	0.41130576
ENST00000316448	425	426	.	0	ENSG00000179218	12939587	0.38085628	105	0.35803935	0.32656604
ENST00000316448	430	431	.	0	ENSG00000179218	12939592	0.050898112	153	0.16330454	0.0029114485
ENST00000316448	434	435	.	0	ENSG00000179218	12939596	0.061983466	109	0.13211614	0.0043654563
ENST00000316448	446	447	.	0	ENSG00000179218	12939608	0.37279248	167	0.3537116	0.09626243
ENST00000316448	551	552	.	0	ENSG00000179218	12940134	0.061983634	159	0.4349444	0.08372613
ENST00000316448	608	609	.	0	ENSG00000179218	12940286	0.039480485	152	0.16407596	0.024295008
ENST00000316448	632	633	.	0	ENSG00000179218	12940310	0.045108628	181	0.31595892	0.09044446
ENST00000316448	674	675	.	1	ENSG00000179218	12940352	0.43918276	176	0.29353198	0.042588115
ENST00000316448	717	718	.	0	ENSG00000179218	12940395	0.019904638	169	0.16350867	0.03396368
ENST00000316448	725	726	.	0	ENSG00000179218	12940403	0.0983114	166	0.5121814	0.052305628
ENST00000316448	761	762	.	0	ENSG00000179218	12940439	0.08135357	142	0.18633798	0.0008386135
ENST00000316448	776	777	.	0	ENSG00000179218	12940542	0.48194185	161	0.36805543	0.5372389
ENST00000316448	782	783	.	0	ENSG00000179218	12940548	0.4636944	125	0.668735	0.24448407
ENST00000316448	803	804	.	0	ENSG00000179218	12940569	0.14528185	176	0.09833437	0.03558581
ENST00000316448	827	828	.	0	ENSG00000179218	12940593	0.52534837	172	0.45844167	0.42258716
