chr	start	end	strand	label	Loci	Coverage_B	C_count_B	T_count_B	MethyRate_B	C+T/cov_B	Coverage_C	C_count_C	T_count_C	MethyRate_C	C+T/cov_C	Coverage_E	C_count_E	T_count_E	MethyRate_E	C+T/cov_E	Raw_Coverage_B	Raw_C_count_B	Raw_T_count_B	Raw_MethyRate_B	Raw_C+T/cov_B	SignalRatio_B	Raw_Coverage_C	Raw_C_count_C	Raw_T_count_C	Raw_MethyRate_C	Raw_C+T/cov_C	SignalRatio_C	Raw_Coverage_E	Raw_C_count_E	Raw_T_count_E	Raw_MethyRate_E	Raw_C+T/cov_E	SignalRatio_E	Loci.1	GeneSymbol	Transcript ID	Region	TranscriptType
17	74209849	74209850	+		chr17:74209850:C:+	70	6	64	0.0857142857142857	1.0	65	14	51	0.215384615384615	1.0	64	9	55	0.140625	1.0	70	6	64	0.0857142857142857	1.0	1.0	65	14	51	0.215384615384615	1.0	1.0	64	9	55	0.140625	1.0	1.0	chr17:74209850:C:+	RPL38	ENST00000311111.10	3utr	protein_coding
17	75318970	75318971	-		chr17:75318971:C:-	255	157	98	0.615686274509804	1.0	218	135	83	0.619266055045872	1.0	195	126	69	0.646153846153846	1.0	255	157	98	0.615686274509804	1.0	1.0	218	135	83	0.619266055045872	1.0	1.0	195	126	69	0.646153846153846	1.0	1.0	chr17:75318971:C:-	GRB2	ENST00000392562.5	3utr	protein_coding
17	75777944	75777945	-		chr17:75777945:C:-	132	70	62	0.53030303030303	1.0	337	226	111	0.670623145400593	1.0	279	188	91	0.673835125448029	1.0	132	70	62	0.53030303030303	1.0	1.0	337	226	111	0.670623145400593	1.0	1.0	279	188	91	0.673835125448029	1.0	1.0	chr17:75777945:C:-	H3F3B	ENST00000254810.8	3utr	protein_coding
17	75913735	75913736	-		chr17:75913736:C:-	56	11	45	0.196428571428571	1.0	54	15	39	0.277777777777778	1.0	37	12	25	0.324324324324324	1.0	56	11	45	0.196428571428571	1.0	1.0	54	15	39	0.277777777777778	1.0	1.0	37	12	25	0.324324324324324	1.0	1.0	chr17:75913736:C:-	FBF1	ENST00000586717.5	cds	protein_coding
17	76019385	76019386	-		chr17:76019386:C:-	67	13	54	0.194029850746269	1.0	71	16	55	0.225352112676056	1.0	47	15	32	0.319148936170213	1.0	68	14	54	0.205882352941176	1.0	0.985294	72	17	55	0.236111111111111	1.0	0.986111	47	15	32	0.319148936170213	1.0	1.0	chr17:76019386:C:-	EVPL	ENST00000301607.7	intronic	protein_coding
17	76082265	76082266	-		chr17:76082266:C:-	156	83	73	0.532051282051282	1.0	113	52	61	0.460176991150442	1.0	137	72	65	0.525547445255474	1.0	156	83	73	0.532051282051282	1.0	1.0	114	53	61	0.464912280701754	1.0	0.991228	137	72	65	0.525547445255474	1.0	1.0	chr17:76082266:C:-	EXOC7	ENST00000589210.5	3utr	protein_coding
17	76710742	76710743	-		chr17:76710743:C:-	548	68	480	0.124087591240876	1.0	294	45	249	0.153061224489796	1.0	337	35	301	0.104166666666667	0.997032640949555	583	77	506	0.132075471698113	1.0	0.939966	308	46	262	0.149350649350649	1.0	0.954545	347	38	308	0.109826589595376	0.997118155619596	0.971182	chr17:76710743:C:-	MXRA7	ENST00000355797.7	cds	protein_coding
17	78174186	78174187	-		chr17:78174187:C:-	144	42	102	0.291666666666667	1.0	149	40	109	0.268456375838926	1.0	150	49	101	0.326666666666667	1.0	144	42	102	0.291666666666667	1.0	1.0	149	40	109	0.268456375838926	1.0	1.0	150	49	101	0.326666666666667	1.0	1.0	chr17:78174187:C:-	TK1	ENST00000588734.5	3utr	protein_coding
17	78674803	78674804	-		chr17:78674804:C:-	220	32	188	0.145454545454545	1.0	214	22	192	0.102803738317757	1.0	208	38	170	0.182692307692308	1.0	220	32	188	0.145454545454545	1.0	1.0	214	22	192	0.102803738317757	1.0	1.0	208	38	170	0.182692307692308	1.0	1.0	chr17:78674804:C:-	CYTH1	ENST00000589297.5	3utr	protein_coding
17	7910884	7910885	+		chr17:7910885:C:+	161	41	120	0.254658385093168	1.0	143	44	99	0.307692307692308	1.0	120	33	87	0.275	1.0	168	47	121	0.279761904761905	1.0	0.958333	145	46	99	0.317241379310345	1.0	0.986207	123	36	87	0.292682926829268	1.0	0.97561	chr17:7910885:C:+	CHD3	ENST00000380358.8	cds	protein_coding
17	7939620	7939621	+		chr17:7939621:C:+	147	63	84	0.428571428571429	1.0	137	63	74	0.45985401459854	1.0	107	53	54	0.495327102803738	1.0	147	63	84	0.428571428571429	1.0	1.0	137	63	74	0.45985401459854	1.0	1.0	107	53	54	0.495327102803738	1.0	1.0	chr17:7939621:C:+	CNTROB	ENST00000380262.7	cds	protein_coding
17	79938648	79938649	-		chr17:79938649:C:-	84	9	75	0.107142857142857	1.0	56	6	50	0.107142857142857	1.0	63	9	54	0.142857142857143	1.0	84	9	75	0.107142857142857	1.0	1.0	56	6	50	0.107142857142857	1.0	1.0	63	9	54	0.142857142857143	1.0	1.0	chr17:79938649:C:-	TBC1D16	ENST00000310924.6	3utr	protein_coding
17	80010589	80010590	-		chr17:80010590:C:-	170	19	151	0.111764705882353	1.0	149	17	132	0.114093959731544	1.0	103	11	92	0.106796116504854	1.0	170	19	151	0.111764705882353	1.0	1.0	149	17	132	0.114093959731544	1.0	1.0	104	11	93	0.105769230769231	1.0	0.990385	chr17:80010590:C:-	TBC1D16	ENST00000310924.6	cds	protein_coding
17	81550478	81550479	-		chr17:81550479:C:-	215	23	192	0.106976744186047	1.0	153	15	138	0.0980392156862745	1.0	134	17	117	0.126865671641791	1.0	215	23	192	0.106976744186047	1.0	1.0	153	15	138	0.0980392156862745	1.0	1.0	134	17	117	0.126865671641791	1.0	1.0	chr17:81550479:C:-	FAAP100	ENST00000327787.12	cds	protein_coding
17	81596162	81596163	-		chr17:81596163:C:-	397	37	360	0.0931989924433249	1.0	388	46	342	0.118556701030928	1.0	296	39	257	0.131756756756757	1.0	397	37	360	0.0931989924433249	1.0	1.0	388	46	342	0.118556701030928	1.0	1.0	296	39	257	0.131756756756757	1.0	1.0	chr17:81596163:C:-	NPLOC4	ENST00000374747.9	cds	protein_coding
17	81909735	81909736	-		chr17:81909736:C:-	31	13	18	0.419354838709677	1.0	44	5	39	0.113636363636364	1.0	42	11	31	0.261904761904762	1.0	31	13	18	0.419354838709677	1.0	1.0	44	5	39	0.113636363636364	1.0	1.0	42	11	31	0.261904761904762	1.0	1.0	chr17:81909736:C:-	PCYT2	ENST00000538936.6	intronic	protein_coding
17	82093543	82093544	-		chr17:82093544:C:-	146	68	78	0.465753424657534	1.0	215	83	132	0.386046511627907	1.0	220	92	128	0.418181818181818	1.0	146	68	78	0.465753424657534	1.0	1.0	215	83	132	0.386046511627907	1.0	1.0	222	92	130	0.414414414414414	1.0	0.990991	chr17:82093544:C:-	FASN	ENST00000306749.3	intronic	protein_coding
17	82094126	82094127	-		chr17:82094127:C:-	55	5	50	0.0909090909090909	1.0	32	6	26	0.1875	1.0	71	5	66	0.0704225352112676	1.0	55	5	50	0.0909090909090909	1.0	1.0	32	6	26	0.1875	1.0	1.0	71	5	66	0.0704225352112676	1.0	1.0	chr17:82094127:C:-	FASN	ENST00000306749.3	intronic	protein_coding
17	8222261	8222262	-		chr17:8222262:C:-	91	78	13	0.857142857142857	1.0	78	63	15	0.807692307692308	1.0	44	32	12	0.727272727272727	1.0	92	79	13	0.858695652173913	1.0	0.98913	80	65	15	0.8125	1.0	0.975	46	34	12	0.739130434782609	1.0	0.956522	chr17:8222262:C:-	LINC00324	ENST00000315707.3	ncRNA_intronic	lincRNA
17	8222262	8222263	-		chr17:8222263:C:-	91	64	27	0.703296703296703	1.0	76	49	27	0.644736842105263	1.0	44	33	11	0.75	1.0	92	65	27	0.706521739130435	1.0	0.98913	77	50	27	0.649350649350649	1.0	0.987013	46	35	11	0.760869565217391	1.0	0.956522	chr17:8222263:C:-	LINC00324	ENST00000315707.3	ncRNA_intronic	lincRNA
17	8222271	8222272	-		chr17:8222272:C:-	97	53	44	0.54639175257732	1.0	76	27	49	0.355263157894737	1.0	46	19	27	0.41304347826087	1.0	98	54	44	0.551020408163265	1.0	0.989796	79	30	49	0.379746835443038	1.0	0.962025	48	21	27	0.4375	1.0	0.958333	chr17:8222272:C:-	LINC00324	ENST00000315707.3	ncRNA_intronic	lincRNA
17	82237887	82237888	+		chr17:82237888:C:+	5019	741	4277	0.147668393782383	0.999800757122933	4544	625	3919	0.137544014084507	1.0	4407	647	3743	0.147380410022779	0.996142500567279	5019	741	4277	0.147668393782383	0.999800757122933	1.0	4549	627	3922	0.137832490657287	1.0	0.998901	4408	647	3744	0.147346845820997	0.996143375680581	0.999773	chr17:82237888:C:+	SLC16A3	ENST00000581287.5	cds	protein_coding
17	82418548	82418549	+		chr17:82418549:C:+	52	9	43	0.173076923076923	1.0	75	25	50	0.333333333333333	1.0	58	19	39	0.327586206896552	1.0	54	9	45	0.166666666666667	1.0	0.962963	79	25	54	0.316455696202532	1.0	0.949367	60	19	41	0.316666666666667	1.0	0.966667	chr17:82418549:C:+	HEXDC	ENST00000337014.10	5utr	protein_coding
17	82437178	82437179	+		chr17:82437179:C:+	160	22	138	0.1375	1.0	166	20	146	0.120481927710843	1.0	154	19	135	0.123376623376623	1.0	160	22	138	0.1375	1.0	1.0	167	20	147	0.119760479041916	1.0	0.994012	154	19	135	0.123376623376623	1.0	1.0	chr17:82437179:C:+	HEXDC	ENST00000337014.10	cds	protein_coding
17	82449718	82449719	-		chr17:82449719:C:-	91	15	76	0.164835164835165	1.0	120	18	102	0.15	1.0	100	21	79	0.21	1.0	91	15	76	0.164835164835165	1.0	1.0	121	18	103	0.148760330578512	1.0	0.991736	100	21	79	0.21	1.0	1.0	chr17:82449719:C:-	C17orf62	ENST00000437807.6	intronic	protein_coding
18	12030712	12030713	+		chr18:12030713:C:+	176	19	157	0.107954545454545	1.0	192	29	163	0.151041666666667	1.0	154	17	137	0.11038961038961	1.0	176	19	157	0.107954545454545	1.0	1.0	192	29	163	0.151041666666667	1.0	1.0	154	17	137	0.11038961038961	1.0	1.0	chr18:12030713:C:+	IMPA2	ENST00000269159.7	3utr	protein_coding
18	22933406	22933407	+		chr18:22933407:C:+	219	33	186	0.150684931506849	1.0	168	24	144	0.142857142857143	1.0	159	20	139	0.125786163522013	1.0	222	34	188	0.153153153153153	1.0	0.986486	168	24	144	0.142857142857143	1.0	1.0	161	20	141	0.124223602484472	1.0	0.987578	chr18:22933407:C:+	RBBP8	ENST00000327155.9	5utr	protein_coding
18	36180172	36180173	-		chr18:36180173:C:-	347	189	158	0.544668587896254	1.0	321	181	140	0.56386292834891	1.0	193	116	77	0.601036269430052	1.0	347	189	158	0.544668587896254	1.0	1.0	322	182	140	0.565217391304348	1.0	0.996894	193	116	77	0.601036269430052	1.0	1.0	chr18:36180173:C:-	RP11-49I11.1	ENST00000568654.1	ncRNA_exonic	antisense
18	36297772	36297773	+		chr18:36297773:C:+	161	55	105	0.34375	0.993788819875776	137	49	88	0.357664233576642	1.0	141	38	103	0.269503546099291	1.0	161	55	105	0.34375	0.993788819875776	1.0	139	50	89	0.359712230215827	1.0	0.985612	143	38	105	0.265734265734266	1.0	0.986014	chr18:36297773:C:+	FHOD3	ENST00000257209.8	5utr	protein_coding
18	48758288	48758289	+		chr18:48758289:C:+	54	5	49	0.0925925925925926	1.0	46	5	41	0.108695652173913	1.0	34	7	27	0.205882352941176	1.0	58	9	49	0.155172413793103	1.0	0.931034	47	6	41	0.127659574468085	1.0	0.978723	37	10	27	0.27027027027027	1.0	0.918919	chr18:48758289:C:+	CTIF	ENST00000256413.7	cds	protein_coding
18	49286596	49286597	-		chr18:49286597:C:-	147	26	121	0.17687074829932	1.0	159	16	143	0.10062893081761	1.0	169	32	137	0.189349112426035	1.0	147	26	121	0.17687074829932	1.0	1.0	159	16	143	0.10062893081761	1.0	1.0	169	32	137	0.189349112426035	1.0	1.0	chr18:49286597:C:-	DYM	ENST00000269445.10	cds	protein_coding
18	58044394	58044395	+		chr18:58044395:C:+	96	9	87	0.09375	1.0	82	11	71	0.134146341463415	1.0	61	8	53	0.131147540983607	1.0	97	9	88	0.0927835051546392	1.0	0.989691	82	11	71	0.134146341463415	1.0	1.0	61	8	53	0.131147540983607	1.0	1.0	chr18:58044395:C:+	NEDD4L	ENST00000400345.7	5utr	protein_coding
18	59345933	59345934	-		chr18:59345934:C:-	989	274	715	0.277047522750253	1.0	981	294	687	0.299694189602446	1.0	921	229	692	0.248642779587405	1.0	989	274	715	0.277047522750253	1.0	1.0	982	295	687	0.30040733197556	1.0	0.998982	921	229	692	0.248642779587405	1.0	1.0	chr18:59345934:C:-	LMAN1	ENST00000251047.5	cds	protein_coding
18	76919972	76919973	+		chr18:76919973:C:+	112	15	97	0.133928571428571	1.0	99	12	87	0.121212121212121	1.0	87	11	76	0.126436781609195	1.0	112	15	97	0.133928571428571	1.0	1.0	100	13	87	0.13	1.0	0.99	87	11	76	0.126436781609195	1.0	1.0	chr18:76919973:C:+	ZNF236	ENST00000253159.12	cds	protein_coding
18	79971868	79971869	-		chr18:79971869:C:-	70	12	58	0.171428571428571	1.0	54	8	46	0.148148148148148	1.0	44	8	36	0.181818181818182	1.0	70	12	58	0.171428571428571	1.0	1.0	54	8	46	0.148148148148148	1.0	1.0	44	8	36	0.181818181818182	1.0	1.0	chr18:79971869:C:-	TXNL4A	ENST00000269601.9	3utr	protein_coding
19	10575007	10575008	-		chr19:10575008:C:-	1029	178	851	0.172983479105928	1.0	1035	180	854	0.174081237911025	0.999033816425121	792	136	656	0.171717171717172	1.0	1029	178	851	0.172983479105928	1.0	1.0	1035	180	854	0.174081237911025	0.999033816425121	1.0	792	136	656	0.171717171717172	1.0	1.0	chr19:10575008:C:-	AP1M2	ENST00000590923.5	cds	protein_coding
19	10687670	10687671	+		chr19:10687671:C:+	47	20	27	0.425531914893617	1.0	43	16	27	0.372093023255814	1.0	33	17	16	0.515151515151515	1.0	47	20	27	0.425531914893617	1.0	1.0	43	16	27	0.372093023255814	1.0	1.0	33	17	16	0.515151515151515	1.0	1.0	chr19:10687671:C:+	ILF3	ENST00000449870.5	cds	protein_coding
19	10687676	10687677	+		chr19:10687677:C:+	38	15	23	0.394736842105263	1.0	41	14	27	0.341463414634146	1.0	33	15	18	0.454545454545455	1.0	38	15	23	0.394736842105263	1.0	1.0	41	14	27	0.341463414634146	1.0	1.0	33	15	18	0.454545454545455	1.0	1.0	chr19:10687677:C:+	ILF3	ENST00000449870.5	cds	protein_coding
19	11035302	11035303	+		chr19:11035303:C:+	131	20	111	0.152671755725191	1.0	71	10	61	0.140845070422535	1.0	66	9	57	0.136363636363636	1.0	131	20	111	0.152671755725191	1.0	1.0	71	10	61	0.140845070422535	1.0	1.0	66	9	57	0.136363636363636	1.0	1.0	chr19:11035303:C:+	SMARCA4	ENST00000344626.9	intronic	protein_coding
19	11035693	11035694	+		chr19:11035694:C:+	107	14	93	0.130841121495327	1.0	65	9	56	0.138461538461538	1.0	49	6	43	0.122448979591837	1.0	107	14	93	0.130841121495327	1.0	1.0	65	9	56	0.138461538461538	1.0	1.0	49	6	43	0.122448979591837	1.0	1.0	chr19:11035694:C:+	SMARCA4	ENST00000344626.9	intronic	protein_coding
19	1235221	1235222	-		chr19:1235222:C:-	74	56	17	0.767123287671233	0.986486486486487	90	66	24	0.733333333333333	1.0	82	53	29	0.646341463414634	1.0	76	58	17	0.773333333333333	0.986842105263158	0.973684	92	68	24	0.739130434782609	1.0	0.978261	82	53	29	0.646341463414634	1.0	1.0	chr19:1235222:C:-	CBARP	ENST00000590083.5	intronic	protein_coding
19	1235265	1235266	-		chr19:1235266:C:-	114	65	49	0.570175438596491	1.0	125	42	83	0.336	1.0	123	51	72	0.414634146341463	1.0	115	66	49	0.573913043478261	1.0	0.991304	125	42	83	0.336	1.0	1.0	123	51	72	0.414634146341463	1.0	1.0	chr19:1235266:C:-	CBARP	ENST00000590083.5	intronic	protein_coding
19	1244555	1244556	+		chr19:1244556:C:+	812	88	724	0.108374384236453	1.0	691	75	616	0.108538350217077	1.0	656	87	569	0.132621951219512	1.0	824	90	734	0.109223300970874	1.0	0.985437	696	77	619	0.110632183908046	1.0	0.992816	660	87	573	0.131818181818182	1.0	0.993939	chr19:1244556:C:+	ATP5D	ENST00000215375.6	3utr	protein_coding
19	1256046	1256047	+		chr19:1256047:C:+	67	10	57	0.149253731343284	1.0	50	6	43	0.122448979591837	0.98	75	14	61	0.186666666666667	1.0	67	10	57	0.149253731343284	1.0	1.0	50	6	43	0.122448979591837	0.98	1.0	75	14	61	0.186666666666667	1.0	1.0	chr19:1256047:C:+	MIDN	ENST00000300952.6	intronic	protein_coding
19	12696366	12696367	-		chr19:12696367:C:-	58	30	28	0.517241379310345	1.0	47	19	28	0.404255319148936	1.0	45	18	27	0.4	1.0	58	30	28	0.517241379310345	1.0	1.0	47	19	28	0.404255319148936	1.0	1.0	45	18	27	0.4	1.0	1.0	chr19:12696367:C:-	FBXW9	ENST00000393261.7	cds	protein_coding
19	12896016	12896017	+		chr19:12896017:C:+	325	150	175	0.461538461538462	1.0	372	182	190	0.489247311827957	1.0	355	183	171	0.516949152542373	0.997183098591549	325	150	175	0.461538461538462	1.0	1.0	372	182	190	0.489247311827957	1.0	1.0	355	183	171	0.516949152542373	0.997183098591549	1.0	chr19:12896017:C:+	GCDH	ENST00000222214.9	cds	protein_coding
19	1358990	1358991	+		chr19:1358991:C:+	89	9	80	0.101123595505618	1.0	77	8	69	0.103896103896104	1.0	82	8	74	0.0975609756097561	1.0	89	9	80	0.101123595505618	1.0	1.0	77	8	69	0.103896103896104	1.0	1.0	82	8	74	0.0975609756097561	1.0	1.0	chr19:1358991:C:+	MUM1	ENST00000591806.5	intronic	protein_coding
19	1393464	1393465	+		chr19:1393465:C:+	30	22	8	0.733333333333333	1.0	38	33	5	0.868421052631579	1.0	34	31	3	0.911764705882353	1.0	30	22	8	0.733333333333333	1.0	1.0	38	33	5	0.868421052631579	1.0	1.0	34	31	3	0.911764705882353	1.0	1.0	chr19:1393465:C:+	NDUFS7	ENST00000313408.11	3utr	protein_coding
19	1421364	1421365	+		chr19:1421365:C:+	43	15	28	0.348837209302326	1.0	48	12	36	0.25	1.0	61	14	47	0.229508196721311	1.0	43	15	28	0.348837209302326	1.0	1.0	48	12	36	0.25	1.0	1.0	61	14	47	0.229508196721311	1.0	1.0	chr19:1421365:C:+	DAZAP1	ENST00000336761.10	intronic	protein_coding
19	14480413	14480414	-		chr19:14480414:C:-	1613	660	953	0.409175449473032	1.0	1749	735	1014	0.420240137221269	1.0	1704	796	908	0.467136150234742	1.0	1616	663	953	0.410272277227723	1.0	0.998144	1752	737	1015	0.420662100456621	1.0	0.998288	1708	800	908	0.468384074941452	1.0	0.997658	chr19:14480414:C:-	GIPC1	ENST00000393033.8	cds	protein_coding
19	14566838	14566839	-		chr19:14566839:C:-	8383	5482	2900	0.654020520162252	0.999880710962663	11414	7608	3803	0.666725089825607	0.999737164885229	8846	6074	2768	0.686948654150645	0.999547818222926	8387	5485	2901	0.65406630097782	0.999880767855014	0.999523	11425	7619	3803	0.667046051479601	0.999737417943107	0.999037	8853	6081	2768	0.687196293366482	0.99954817575963	0.999209	chr19:14566839:C:-	NDUFB7	ENST00000215565.2	cds	protein_coding
19	14622001	14622002	-		chr19:14622002:C:-	166	19	147	0.114457831325301	1.0	186	22	164	0.118279569892473	1.0	183	21	162	0.114754098360656	1.0	166	19	147	0.114457831325301	1.0	1.0	186	22	164	0.118279569892473	1.0	1.0	183	21	162	0.114754098360656	1.0	1.0	chr19:14622002:C:-	ADGRE3	ENST00000344373.8	intronic	protein_coding
19	15425615	15425616	-		chr19:15425616:C:-	230	112	118	0.48695652173913	1.0	130	58	72	0.446153846153846	1.0	107	56	51	0.523364485981308	1.0	230	112	118	0.48695652173913	1.0	1.0	130	58	72	0.446153846153846	1.0	1.0	107	56	51	0.523364485981308	1.0	1.0	chr19:15425616:C:-	WIZ	ENST00000643092.1	cds	protein_coding
19	15428494	15428495	-		chr19:15428495:C:-	105	26	79	0.247619047619048	1.0	41	10	31	0.24390243902439	1.0	34	8	26	0.235294117647059	1.0	105	26	79	0.247619047619048	1.0	1.0	42	11	31	0.261904761904762	1.0	0.97619	34	8	26	0.235294117647059	1.0	1.0	chr19:15428495:C:-	WIZ	ENST00000643092.1	intronic	protein_coding
19	15429588	15429589	-		chr19:15429589:C:-	164	47	117	0.286585365853659	1.0	62	22	40	0.354838709677419	1.0	51	15	36	0.294117647058824	1.0	164	47	117	0.286585365853659	1.0	1.0	63	23	40	0.365079365079365	1.0	0.984127	51	15	36	0.294117647058824	1.0	1.0	chr19:15429589:C:-	WIZ	ENST00000643092.1	cds	protein_coding
19	1592498	1592499	-		chr19:1592499:C:-	84	7	77	0.0833333333333333	1.0	79	6	73	0.0759493670886076	1.0	57	13	44	0.228070175438596	1.0	84	7	77	0.0833333333333333	1.0	1.0	80	6	74	0.075	1.0	0.9875	57	13	44	0.228070175438596	1.0	1.0	chr19:1592499:C:-	MBD3	ENST00000156825.5	intronic	protein_coding
19	17309636	17309637	+		chr19:17309637:C:+	109	8	101	0.073394495412844	1.0	85	10	75	0.117647058823529	1.0	76	10	65	0.133333333333333	0.986842105263158	117	16	101	0.136752136752137	1.0	0.931624	94	19	75	0.202127659574468	1.0	0.904255	83	17	65	0.207317073170732	0.987951807228916	0.915663	chr19:17309637:C:+	DDA1	ENST00000359866.8	5utr	protein_coding
19	17581638	17581639	+		chr19:17581639:C:+	297	64	233	0.215488215488215	1.0	346	68	278	0.196531791907514	1.0	315	48	267	0.152380952380952	1.0	297	64	233	0.215488215488215	1.0	1.0	346	68	278	0.196531791907514	1.0	1.0	315	48	267	0.152380952380952	1.0	1.0	chr19:17581639:C:+	GLT25D1	ENST00000252599.8	3utr	protein_coding
19	17933301	17933302	+		chr19:17933302:C:+	89	28	61	0.314606741573034	1.0	75	16	59	0.213333333333333	1.0	75	18	57	0.24	1.0	89	28	61	0.314606741573034	1.0	1.0	75	16	59	0.213333333333333	1.0	1.0	75	18	57	0.24	1.0	1.0	chr19:17933302:C:+	CCDC124	ENST00000445755.6	intronic	protein_coding
19	18169403	18169404	+		chr19:18169404:C:+	93	25	68	0.268817204301075	1.0	98	36	62	0.36734693877551	1.0	68	24	44	0.352941176470588	1.0	93	25	68	0.268817204301075	1.0	1.0	98	36	62	0.36734693877551	1.0	1.0	68	24	44	0.352941176470588	1.0	1.0	chr19:18169404:C:+	AC007192.4	ENST00000593731.1	3utr	nonsense_mediated_decay
19	18169404	18169405	+		chr19:18169405:C:+	98	27	71	0.275510204081633	1.0	98	37	61	0.377551020408163	1.0	67	27	40	0.402985074626866	1.0	98	27	71	0.275510204081633	1.0	1.0	98	37	61	0.377551020408163	1.0	1.0	67	27	40	0.402985074626866	1.0	1.0	chr19:18169405:C:+	AC007192.4	ENST00000593731.1	3utr	nonsense_mediated_decay
19	18169978	18169979	+		chr19:18169979:C:+	138	58	80	0.420289855072464	1.0	97	40	57	0.412371134020619	1.0	68	28	40	0.411764705882353	1.0	140	59	81	0.421428571428571	1.0	0.985714	99	42	57	0.424242424242424	1.0	0.979798	69	29	40	0.420289855072464	1.0	0.985507	chr19:18169979:C:+	AC007192.4	ENST00000593731.1	3utr	nonsense_mediated_decay
19	18365881	18365882	+		chr19:18365882:C:+	45	6	39	0.133333333333333	1.0	51	6	45	0.117647058823529	1.0	46	8	38	0.173913043478261	1.0	45	6	39	0.133333333333333	1.0	1.0	51	6	45	0.117647058823529	1.0	1.0	46	8	38	0.173913043478261	1.0	1.0	chr19:18365882:C:+	PGPEP1	ENST00000269919.10	3utr	protein_coding
19	18434303	18434304	+		chr19:18434304:C:+	294	60	234	0.204081632653061	1.0	231	41	189	0.178260869565217	0.995670995670996	182	25	157	0.137362637362637	1.0	323	63	260	0.195046439628483	1.0	0.910217	250	43	206	0.172690763052209	0.996	0.924	194	28	166	0.144329896907216	1.0	0.938144	chr19:18434304:C:+	SSBP4	ENST00000270061.11	3utr	protein_coding
19	18568620	18568621	+		chr19:18568621:C:+	1090	240	850	0.220183486238532	1.0	952	210	742	0.220588235294118	1.0	727	166	561	0.228335625859697	1.0	1090	240	850	0.220183486238532	1.0	1.0	953	211	742	0.221406086044071	1.0	0.998951	727	166	561	0.228335625859697	1.0	1.0	chr19:18568621:C:+	KXD1	ENST00000602094.5	cds	protein_coding
19	18854231	18854232	+		chr19:18854232:C:+	57	15	42	0.263157894736842	1.0	51	12	39	0.235294117647059	1.0	32	10	22	0.3125	1.0	57	15	42	0.263157894736842	1.0	1.0	51	12	39	0.235294117647059	1.0	1.0	32	10	22	0.3125	1.0	1.0	chr19:18854232:C:+	UPF1	ENST00000262803.9	intronic	protein_coding
19	19356029	19356030	+		chr19:19356030:C:+	162	20	142	0.123456790123457	1.0	125	19	106	0.152	1.0	93	11	82	0.118279569892473	1.0	162	20	142	0.123456790123457	1.0	1.0	125	19	106	0.152	1.0	1.0	93	11	82	0.118279569892473	1.0	1.0	chr19:19356030:C:+	MAU2	ENST00000262815.12	3utr	protein_coding
19	19663424	19663425	-		chr19:19663425:C:-	66	14	52	0.212121212121212	1.0	49	8	41	0.163265306122449	1.0	32	6	26	0.1875	1.0	66	14	52	0.212121212121212	1.0	1.0	49	8	41	0.163265306122449	1.0	1.0	32	6	26	0.1875	1.0	1.0	chr19:19663425:C:-	ATP13A1	ENST00000357324.10	cds	protein_coding
19	2050803	2050804	-		chr19:2050804:C:-	576	63	513	0.109375	1.0	467	49	418	0.104925053533191	1.0	376	47	329	0.125	1.0	576	63	513	0.109375	1.0	1.0	468	49	419	0.104700854700855	1.0	0.997863	376	47	329	0.125	1.0	1.0	chr19:2050804:C:-	MKNK2	ENST00000250896.7	cds	protein_coding
19	289946	289947	-		chr19:289947:C:-	75	57	18	0.76	1.0	83	61	22	0.734939759036145	1.0	48	28	20	0.583333333333333	1.0	75	57	18	0.76	1.0	1.0	83	61	22	0.734939759036145	1.0	1.0	48	28	20	0.583333333333333	1.0	1.0	chr19:289947:C:-	PLPP2	ENST00000327790.7	intronic	protein_coding
19	29615304	29615305	+		chr19:29615305:C:+	499	73	426	0.146292585170341	1.0	740	128	612	0.172972972972973	1.0	517	64	453	0.123791102514507	1.0	499	73	426	0.146292585170341	1.0	1.0	740	128	612	0.172972972972973	1.0	1.0	517	64	453	0.123791102514507	1.0	1.0	chr19:29615305:C:+	POP4	ENST00000585603.5	cds	protein_coding
19	29942323	29942324	+		chr19:29942324:C:+	99	12	87	0.121212121212121	1.0	127	15	112	0.118110236220472	1.0	82	14	68	0.170731707317073	1.0	99	12	87	0.121212121212121	1.0	1.0	127	15	112	0.118110236220472	1.0	1.0	82	14	68	0.170731707317073	1.0	1.0	chr19:29942324:C:+	URI1	ENST00000392271.5	5utr	protein_coding
19	35658706	35658707	+		chr19:35658707:C:+	330	29	301	0.0878787878787879	1.0	347	53	294	0.152737752161383	1.0	307	37	270	0.120521172638436	1.0	330	29	301	0.0878787878787879	1.0	1.0	347	53	294	0.152737752161383	1.0	1.0	307	37	270	0.120521172638436	1.0	1.0	chr19:35658707:C:+	COX6B1	ENST00000246554.7	3utr	protein_coding
19	3758505	3758506	-		chr19:3758506:C:-	72	15	57	0.208333333333333	1.0	64	8	56	0.125	1.0	36	5	31	0.138888888888889	1.0	74	17	57	0.22972972972973	1.0	0.972973	65	9	56	0.138461538461538	1.0	0.984615	37	6	31	0.162162162162162	1.0	0.972973	chr19:3758506:C:-	APBA3	ENST00000316757.3	intronic	protein_coding
