chr	start	end	strand	label	Gene ID	Gene Symbol	Gene Type	m5C	C	m5C Level	m5C.1	C.1	m5C Level.1	Status_rep1	Status_rep2	Final Level	m5C.2	C.2	m5C Level.2	m5C.3	C.3	m5C Level.3	Status_rep1.1	Status_rep2.1	Final Level.1
12	12079704	12079705	+	1	ENSG00000121380	BCL2L14	mRNA	5	36	0.121951	1	23	0.0416667	1	/	/	3	25	0.107143	3	28	0.0967742	/	/	/
12	12875552	12875553	+	1	ENSG00000234498	RPL13AP20	pseudogene	7	47	0.12963	1	50	0.0196078	1	/	/	0	40	0.0	0	49	0.0	/	/	/
12	12875778	12875779	+	0	ENSG00000234498	RPL13AP20	pseudogene	5	67	0.0694444	7	63	0.1	/	1	/	2	55	0.0350877	12	57	0.173913	/	1	/
12	12908239	12908240	+	0	ENSG00000013588	GPRC5A	mRNA	5	176	0.0276243	13	146	0.081761	/	/	/	9	68	0.116883	4	94	0.0408163	1	/	/
12	15439936	15439937	+	0	ENSG00000243916	RP11-6K23.1	pseudogene	3	21	0.125	5	31	0.138889	/	1	/	3	40	0.0697674	2	41	0.0465116	/	/	/
12	15524891	15524892	+	1	ENSG00000151490	PTPRO	mRNA	9	24	0.272727	3	25	0.107143	1	/	/	7	31	0.184211	8	15	0.347826	1	/	/
12	15640730	15640731	-	0	ENSG00000151491	EPS8	mRNA	2	58	0.0333333	7	44	0.137255	/	1	/	6	40	0.130435	1	49	0.02	1	/	/
12	15882594	15882595	+	0	ENSG00000023734	STRAP	mRNA	7	121	0.0546875	12	90	0.117647	/	1	/	4	97	0.039604	6	126	0.0454545	/	/	/
12	15901008	15901009	+	1	ENSG00000023734	STRAP	mRNA	27	185	0.127358	20	168	0.106383	1	1	0.1175	32	168	0.16	32	151	0.174863	1	1	0.167102
12	16363912	16363913	+	1	ENSG00000008394	MGST1	mRNA	5	29	0.147059	2	25	0.0740741	1	/	/	0	25	0.0	5	28	0.151515	/	1	/
12	19519650	19519651	+	0			intergenic	2	17	0.105263	5	33	0.131579	/	1	/	2	26	0.0714286	7	25	0.21875	/	1	/
12	20369596	20369597	+	0	ENSG00000172572	PDE3A	mRNA	3	71	0.0405405	7	74	0.0864198	/	/	/	5	76	0.0617284	9	81	0.1	/	1	/
12	20369603	20369604	+	0	ENSG00000172572	PDE3A	mRNA	5	50	0.0909091	6	61	0.0895522	/	/	/	10	42	0.192308	5	71	0.0657895	1	/	/
12	20369639	20369640	+	1	ENSG00000172572	PDE3A	mRNA	6	27	0.181818	3	50	0.0566038	1	/	/	10	31	0.243902	6	53	0.101695	1	1	0.16
12	20369641	20369642	+	1	ENSG00000172572	PDE3A	mRNA	6	27	0.181818	4	49	0.0754717	1	/	/	10	32	0.238095	7	54	0.114754	1	1	0.165049
12	20369642	20369643	+	1	ENSG00000172572	PDE3A	mRNA	6	27	0.181818	5	48	0.0943396	1	/	/	10	32	0.238095	7	54	0.114754	1	1	0.165049
12	20369643	20369644	+	1	ENSG00000172572	PDE3A	mRNA	6	28	0.176471	4	48	0.0769231	1	/	/	10	33	0.232558	6	55	0.0983607	1	/	/
12	20551450	20551451	+	0	ENSG00000172572	PDE3A	mRNA	10	99	0.0917431	13	109	0.106557	/	1	/	8	67	0.106667	3	89	0.0326087	1	/	/
12	20815717	20815718	+	0	ENSG00000111700	SLCO1B3	mRNA	5	13	0.277778	3	19	0.136364	/	/	/	5	26	0.16129	5	17	0.227273	1	/	/
12	21047168	21047169	-	1			intergenic	15	22	0.405405	7	18	0.28	1	/	/	3	18	0.142857	1	24	0.04	/	/	/
12	21048891	21048892	+	0	ENSG00000205754	SLCO1B7	mRNA	0	45	0.0	5	33	0.131579	/	1	/	4	35	0.102564	2	37	0.0512821	/	/	/
12	21052179	21052180	+	1	ENSG00000205754	SLCO1B7	mRNA	175	94	0.650558	185	81	0.695489	1	1	0.672897	173	73	0.703252	154	89	0.633745	1	1	0.668712
12	21054558	21054559	+	1	ENSG00000205754	SLCO1B7	mRNA	29	28	0.508772	9	22	0.290323	1	1	0.431818	17	42	0.288136	22	37	0.372881	1	1	0.330508
12	21635459	21635460	-	0	ENSG00000111716	LDHB	mRNA	4	80	0.047619	6	49	0.109091	/	1	/	4	33	0.108108	3	47	0.06	/	/	/
12	21638431	21638432	-	1	ENSG00000111716	LDHB	mRNA	94	696	0.118987	89	555	0.138199	1	1	0.127615	106	540	0.164087	99	584	0.144949	1	1	0.154251
12	21814696	21814697	+	0			intergenic	2	40	0.047619	4	30	0.117647	/	/	/	7	24	0.225806	3	41	0.0681818	1	/	/
12	25208408	25208409	-	0			intergenic	0	55	0.0	3	17	0.15	/	/	/	5	38	0.116279	4	37	0.097561	1	/	/
12	25959002	25959003	+	1			intergenic	9	30	0.230769	2	39	0.0487805	1	/	/	4	32	0.111111	0	14	0.0	/	/	/
12	26602386	26602387	-	1	ENSG00000123104	ITPR2	mRNA	11	69	0.1375	7	63	0.1	1	1	0.12	5	65	0.0714286	15	79	0.159574	/	1	/
12	26628092	26628093	+	1	ENSG00000234428	RP11-666F17.1	antisense	6	53	0.101695	2	24	0.0769231	1	/	/	1	23	0.0416667	5	25	0.166667	/	1	/
12	26722505	26722506	-	0	ENSG00000123104	ITPR2	mRNA	2	34	0.0555556	6	46	0.115385	/	1	/	3	56	0.0508475	4	49	0.0754717	/	/	/
12	26938092	26938093	-	1	ENSG00000064102	ASUN	mRNA	7	39	0.152174	1	44	0.0222222	1	/	/	1	45	0.0217391	1	50	0.0196078	/	/	/
12	26974148	26974149	-	0	ENSG00000064115	TM7SF3	mRNA	4	64	0.0588235	5	37	0.119048	/	1	/	4	47	0.0784314	3	50	0.0566038	/	/	/
12	27312641	27312642	+	1	ENSG00000211455	STK38L	mRNA	17	137	0.11039	4	127	0.0305344	1	/	/	2	104	0.0188679	3	111	0.0263158	/	/	/
12	27332955	27332956	+	0			intergenic	4	34	0.105263	4	42	0.0869565	/	/	/	3	28	0.0967742	8	26	0.235294	/	1	/
12	27332956	27332957	+	0			intergenic	4	34	0.105263	3	44	0.0638298	/	/	/	3	28	0.0967742	8	26	0.235294	/	1	/
12	27332957	27332958	+	0			intergenic	4	34	0.105263	3	44	0.0638298	/	/	/	3	28	0.0967742	8	26	0.235294	/	1	/
12	27332959	27332960	+	1			intergenic	5	34	0.128205	3	44	0.0638298	1	/	/	4	29	0.121212	9	26	0.257143	/	1	/
12	27332960	27332961	+	0			intergenic	4	35	0.102564	3	44	0.0638298	/	/	/	4	29	0.121212	9	26	0.257143	/	1	/
12	27333008	27333009	+	0			intergenic	2	33	0.0571429	5	38	0.116279	/	1	/	4	22	0.153846	7	22	0.241379	/	/	/
12	27333012	27333013	+	0			intergenic	2	32	0.0588235	5	38	0.116279	/	1	/	4	23	0.148148	7	22	0.241379	/	/	/
12	27333013	27333014	+	0			intergenic	2	32	0.0588235	5	38	0.116279	/	1	/	4	23	0.148148	8	21	0.275862	/	/	/
12	27333014	27333015	+	0			intergenic	1	33	0.0294118	5	38	0.116279	/	1	/	5	22	0.185185	7	22	0.241379	/	/	/
12	27524193	27524194	+	0			intergenic	0	74	0.0	3	75	0.0384615	/	/	/	3	59	0.0483871	7	58	0.107692	/	1	/
12	29343241	29343242	-	0	ENSG00000087502	ERGIC2	mRNA	13	121	0.0970149	15	94	0.137615	/	1	/	5	101	0.0471698	7	101	0.0648148	/	/	/
12	29381151	29381152	-	0	ENSG00000087502	ERGIC2	mRNA	2	26	0.0714286	5	34	0.128205	/	1	/	1	43	0.0227273	2	44	0.0434783	/	/	/
12	31282685	31282686	-	1	ENSG00000139146	FAM60A	mRNA	10	36	0.217391	10	36	0.217391	1	1	0.217391	20	36	0.357143	14	30	0.318182	1	1	0.34
12	31293835	31293836	-	0	ENSG00000139146	FAM60A	mRNA	2	26	0.0714286	4	20	0.166667	/	/	/	5	24	0.172414	6	28	0.176471	/	1	/
12	31590826	31590827	-	1			intergenic	147	9	0.942308	163	12	0.931429	1	1	0.936556	124	30	0.805195	124	31	0.8	1	1	0.802589
12	40105369	40105370	-	0	ENSG00000151229	SLC2A13	mRNA	2	22	0.0833333	3	13	0.1875	/	/	/	7	29	0.194444	6	36	0.142857	1	1	0.166667
12	40105370	40105371	-	0	ENSG00000151229	SLC2A13	mRNA	2	22	0.0833333	4	12	0.25	/	/	/	7	29	0.194444	6	36	0.142857	1	1	0.166667
12	40105373	40105374	-	0	ENSG00000151229	SLC2A13	mRNA	1	23	0.0416667	3	13	0.1875	/	/	/	8	29	0.216216	6	36	0.142857	1	1	0.177215
12	40105376	40105377	-	0	ENSG00000151229	SLC2A13	mRNA	1	24	0.04	4	13	0.235294	/	/	/	7	32	0.179487	6	37	0.139535	1	1	0.158537
12	40105379	40105380	-	0	ENSG00000151229	SLC2A13	mRNA	3	24	0.111111	4	13	0.235294	/	/	/	5	29	0.147059	6	36	0.142857	1	1	0.144737
12	40105388	40105389	-	0	ENSG00000151229	SLC2A13	mRNA	3	15	0.166667	4	10	0.285714	/	/	/	2	19	0.0952381	6	29	0.171429	/	1	/
12	40105901	40105902	-	1			intergenic	13	50	0.206349	19	43	0.306452	1	1	0.256	7	81	0.0795455	13	109	0.106557	/	1	/
12	42144669	42144670	-	0	ENSG00000151233	GXYLT1	mRNA	2	39	0.0487805	2	35	0.0540541	/	/	/	3	42	0.0666667	5	32	0.135135	/	1	/
12	42326038	42326039	-	0	ENSG00000139168	ZCRB1	mRNA	0	59	0.0	1	58	0.0169492	/	/	/	1	78	0.0126582	8	72	0.1	/	1	/
12	43427373	43427374	+	1			intergenic	5	38	0.116279	0	25	0.0	1	/	/	0	44	0.0	0	36	0.0	/	/	/
12	43772926	43772927	+	1	ENSG00000198001	IRAK4	mRNA	5	31	0.138889	3	21	0.125	1	/	/	1	14	0.0666667	0	20	0.0	/	/	/
12	45216174	45216175	+	1	ENSG00000177119	ANO6	mRNA	10	79	0.11236	0	83	0.0	1	/	/	2	61	0.031746	3	57	0.05	/	/	/
12	45216176	45216177	+	1	ENSG00000177119	ANO6	mRNA	43	57	0.43	48	40	0.545455	1	1	0.484043	20	44	0.3125	17	48	0.261538	1	1	0.286822
12	45416900	45416901	+	1	ENSG00000177119	ANO6	mRNA	12	47	0.20339	7	43	0.14	1	1	0.174312	4	45	0.0816327	4	34	0.105263	/	/	/
12	45921007	45921008	-	0			intergenic	2	41	0.0465116	3	31	0.0882353	/	/	/	2	39	0.0487805	6	43	0.122449	/	1	/
12	46183348	46183349	-	1			intergenic	14	71	0.164706	7	46	0.132075	1	1	0.152174	8	40	0.166667	12	49	0.196721	1	1	0.183486
12	46183354	46183355	-	1			intergenic	5	36	0.121951	1	27	0.0357143	1	/	/	2	28	0.0666667	1	25	0.0384615	/	/	/
12	46184941	46184942	-	0			intergenic	1	78	0.0126582	2	41	0.0465116	/	/	/	5	33	0.131579	3	33	0.0833333	1	/	/
12	46185228	46185229	-	0			intergenic	5	77	0.0609756	7	78	0.0823529	/	/	/	2	35	0.0540541	6	48	0.111111	/	1	/
12	46186672	46186673	-	0			intergenic	2	105	0.0186916	1	84	0.0117647	/	/	/	5	44	0.102041	0	45	0.0	1	/	/
12	46371303	46371304	-	1	ENSG00000134294	SLC38A2	mRNA	7	52	0.118644	3	49	0.0576923	1	/	/	3	44	0.0638298	2	62	0.03125	/	/	/
12	47079769	47079770	-	1			intergenic	63	234	0.212121	45	246	0.154639	1	1	0.183673	40	184	0.178571	45	177	0.202703	1	1	0.190583
12	47079794	47079795	-	1			intergenic	55	19	0.743243	37	18	0.672727	1	1	0.713178	38	14	0.730769	35	14	0.714286	1	1	0.722772
12	47079795	47079796	-	1			intergenic	57	16	0.780822	38	18	0.678571	1	1	0.736434	40	10	0.8	35	12	0.744681	1	1	0.773196
12	47079796	47079797	-	1			intergenic	53	21	0.716216	37	20	0.649123	1	1	0.687023	36	16	0.692308	30	17	0.638298	1	1	0.666667
12	47079798	47079799	-	1			intergenic	56	15	0.788732	34	18	0.653846	1	1	0.731707	32	14	0.695652	26	13	0.666667	1	1	0.682353
12	47079799	47079800	-	1			intergenic	53	13	0.80303	36	13	0.734694	1	1	0.773913	27	10	0.72973	29	7	0.805556	1	1	0.767123
12	47079800	47079801	-	1			intergenic	53	7	0.883333	37	11	0.770833	1	1	0.833333	25	10	0.714286	26	11	0.702703	1	1	0.708333
12	47079801	47079802	-	1			intergenic	51	9	0.85	34	12	0.73913	1	1	0.801887	27	6	0.818182	28	6	0.823529	1	1	0.820896
12	47079802	47079803	-	1			intergenic	49	11	0.816667	32	13	0.711111	1	1	0.771429	27	6	0.818182	27	9	0.75	1	1	0.782609
12	47700145	47700146	-	0	ENSG00000005175	RPAP3	mRNA	3	44	0.0638298	8	52	0.133333	/	1	/	1	35	0.0277778	1	44	0.0222222	/	/	/
12	47773276	47773277	+	0	ENSG00000211584	SLC48A1	mRNA	2	65	0.0298507	2	49	0.0392157	/	/	/	6	49	0.109091	2	43	0.0444444	1	/	/
12	47773277	47773278	+	0	ENSG00000211584	SLC48A1	mRNA	2	65	0.0298507	3	49	0.0576923	/	/	/	6	50	0.107143	1	46	0.0212766	1	/	/
12	47773278	47773279	+	0	ENSG00000211584	SLC48A1	mRNA	2	65	0.0298507	3	49	0.0576923	/	/	/	6	49	0.109091	1	46	0.0212766	1	/	/
12	47773280	47773281	+	0	ENSG00000211584	SLC48A1	mRNA	2	65	0.0298507	3	49	0.0576923	/	/	/	7	49	0.125	1	47	0.0208333	1	/	/
12	47773283	47773284	+	0	ENSG00000211584	SLC48A1	mRNA	2	65	0.0298507	3	49	0.0576923	/	/	/	7	49	0.125	1	49	0.02	1	/	/
12	47773284	47773285	+	0	ENSG00000211584	SLC48A1	mRNA	2	65	0.0298507	5	47	0.0961538	/	/	/	6	50	0.107143	1	49	0.02	1	/	/
12	47781817	47781818	+	0			intergenic	6	55	0.0983607	7	49	0.125	/	1	/	3	66	0.0434783	2	67	0.0289855	/	/	/
12	47785744	47785745	-	0	ENSG00000061273	HDAC7	mRNA	0	37	0.0	2	20	0.0909091	/	/	/	3	19	0.136364	7	35	0.166667	/	1	/
12	47797469	47797470	-	0	ENSG00000061273	HDAC7	mRNA	2	49	0.0392157	7	45	0.134615	/	1	/	0	70	0.0	0	61	0.0	/	/	/
12	47964428	47964429	+	1	ENSG00000134291	TMEM106C	mRNA	6	51	0.105263	0	24	0.0	1	/	/	0	28	0.0	2	40	0.047619	/	/	/
12	47968478	47968479	+	1	ENSG00000134291	TMEM106C	mRNA	73	461	0.136704	54	375	0.125874	1	1	0.13188	69	402	0.146497	65	447	0.126953	1	1	0.136317
12	47985732	47985733	+	1			intergenic	9	31	0.225	5	31	0.138889	1	1	0.184211	10	43	0.188679	11	37	0.229167	1	1	0.207921
12	47986441	47986442	+	0			intergenic	3	37	0.075	1	43	0.0227273	/	/	/	2	60	0.0322581	5	39	0.113636	/	1	/
12	47995294	47995295	-	0	ENSG00000139219	COL2A1	mRNA	2	63	0.0307692	4	58	0.0645161	/	/	/	7	49	0.125	1	48	0.0204082	1	/	/
12	48000026	48000027	+	0			intergenic	11	18	0.37931	12	27	0.307692	/	1	/	18	44	0.290323	7	31	0.184211	1	1	0.25
12	48004300	48004301	-	1	ENSG00000139219	COL2A1	mRNA	5	34	0.128205	2	23	0.08	1	/	/	1	19	0.05	3	29	0.09375	/	/	/
12	48137806	48137807	+	1	ENSG00000152556	PFKM	mRNA	308	2474	0.110712	244	1978	0.109811	1	1	0.110312	69	1939	0.0343625	73	2052	0.0343529	/	/	/
12	48144038	48144039	+	1	ENSG00000152556	PFKM	mRNA	6	28	0.176471	12	28	0.3	1	1	0.243243	4	26	0.133333	6	37	0.139535	/	1	/
12	48654029	48654030	-	0	ENSG00000139620	KANSL2	mRNA	11	116	0.0866142	13	116	0.100775	/	1	/	10	89	0.10101	11	112	0.0894309	1	/	/
12	48666655	48666656	-	1	ENSG00000139620	KANSL2	mRNA	6	32	0.157895	1	31	0.03125	1	/	/	1	14	0.0666667	3	20	0.130435	/	/	/
12	48666663	48666664	-	1	ENSG00000139620	KANSL2	mRNA	6	34	0.15	1	33	0.0294118	1	/	/	0	17	0.0	5	15	0.25	/	/	/
12	48666667	48666668	-	1	ENSG00000139620	KANSL2	mRNA	6	34	0.15	1	33	0.0294118	1	/	/	0	17	0.0	2	15	0.117647	/	/	/
12	48666668	48666669	-	1	ENSG00000139620	KANSL2	mRNA	6	34	0.15	2	33	0.0571429	1	/	/	0	17	0.0	1	15	0.0625	/	/	/
12	48666669	48666670	-	1	ENSG00000139620	KANSL2	mRNA	6	35	0.146341	2	32	0.0588235	1	/	/	0	17	0.0	1	15	0.0625	/	/	/
12	48691115	48691116	-	1	ENSG00000129315	CCNT1	mRNA	6	34	0.15	3	21	0.125	1	/	/	4	13	0.235294	3	24	0.111111	/	/	/
12	48828076	48828077	+	0	ENSG00000167535	CACNB3	mRNA	2	41	0.0465116	1	19	0.05	/	/	/	0	28	0.0	6	31	0.162162	/	1	/
12	48936979	48936980	-	0	ENSG00000255863	AC073610.5	mRNA	1	23	0.0416667	5	26	0.16129	/	1	/	0	11	0.0	3	15	0.166667	/	/	/
12	48939047	48939048	-	0	ENSG00000255863	AC073610.5	mRNA	2	53	0.0363636	5	35	0.125	/	1	/	2	40	0.047619	0	48	0.0	/	/	/
12	49021748	49021749	-	0	ENSG00000167548	MLL2	mRNA	13	119	0.0984848	14	118	0.106061	/	1	/	12	138	0.08	15	139	0.0974026	/	/	/
12	49033845	49033846	+	0			intergenic	39	664	0.0554765	51	566	0.082658	/	/	/	62	668	0.0849315	72	600	0.107143	/	1	/
12	49039299	49039300	-	1	ENSG00000167548	MLL2	mRNA	29	63	0.315217	24	69	0.258065	1	1	0.286486	19	57	0.25	22	53	0.293333	1	1	0.271523
12	49039300	49039301	-	1	ENSG00000167548	MLL2	mRNA	31	63	0.329787	25	67	0.271739	1	1	0.301075	21	57	0.269231	22	53	0.293333	1	1	0.281046
12	49039310	49039311	-	1	ENSG00000167548	MLL2	mRNA	34	90	0.274194	25	105	0.192308	1	1	0.232283	23	85	0.212963	25	82	0.233645	1	1	0.223256
12	49039311	49039312	-	1	ENSG00000167548	MLL2	mRNA	32	118	0.213333	26	122	0.175676	1	1	0.194631	24	102	0.190476	24	104	0.1875	1	1	0.188976
12	49039312	49039313	-	1	ENSG00000167548	MLL2	mRNA	30	137	0.179641	26	161	0.139037	1	1	0.158192	23	139	0.141975	23	140	0.141104	1	1	0.141538
12	49039313	49039314	-	1	ENSG00000167548	MLL2	mRNA	33	135	0.196429	26	174	0.13	1	1	0.160326	23	133	0.147436	24	139	0.147239	1	1	0.147335
12	49040297	49040298	-	1	ENSG00000167548	MLL2	mRNA	173	299	0.366525	117	351	0.25	1	1	0.308511	130	345	0.273684	141	491	0.223101	1	1	0.244806
12	49040345	49040346	-	1	ENSG00000167548	MLL2	mRNA	103	236	0.303835	60	226	0.20979	1	1	0.2608	60	227	0.209059	72	284	0.202247	1	1	0.205288
12	49040346	49040347	-	1	ENSG00000167548	MLL2	mRNA	133	197	0.40303	79	199	0.284173	1	1	0.348684	91	190	0.323843	95	257	0.269886	1	1	0.293839
12	49040347	49040348	-	1	ENSG00000167548	MLL2	mRNA	134	189	0.414861	79	197	0.286232	1	1	0.355593	89	186	0.323636	93	253	0.268786	1	1	0.293076
12	49040348	49040349	-	1	ENSG00000167548	MLL2	mRNA	137	183	0.428125	78	198	0.282609	1	1	0.360738	88	186	0.321168	95	251	0.274566	1	1	0.295161
12	49040349	49040350	-	1	ENSG00000167548	MLL2	mRNA	136	184	0.425	79	194	0.289377	1	1	0.362563	86	187	0.315018	92	254	0.265896	1	1	0.287561
12	49040352	49040353	-	1	ENSG00000167548	MLL2	mRNA	119	169	0.413194	67	186	0.264822	1	1	0.343808	87	167	0.34252	86	234	0.26875	1	1	0.301394
12	49040353	49040354	-	1	ENSG00000167548	MLL2	mRNA	107	180	0.372822	67	187	0.26378	1	1	0.321627	80	174	0.314961	81	242	0.250774	1	1	0.279029
12	49040354	49040355	-	1	ENSG00000167548	MLL2	mRNA	97	186	0.342756	58	192	0.232	1	1	0.290807	72	180	0.285714	74	243	0.233438	1	1	0.256591
12	49050235	49050236	-	0	ENSG00000167548	MLL2	mRNA	11	126	0.080292	16	123	0.115108	/	1	/	19	100	0.159664	11	108	0.092437	1	/	/
12	49051044	49051045	-	1	ENSG00000167548	MLL2	mRNA	5	26	0.16129	1	16	0.0588235	1	/	/	2	20	0.0909091	3	16	0.157895	/	/	/
12	49059935	49059936	-	1			intergenic	25	223	0.100806	13	203	0.0601852	1	/	/	8	177	0.0432432	13	194	0.0628019	/	/	/
12	49103102	49103103	-	0	ENSG00000139636	LMBR1L	mRNA	2	31	0.0606061	2	38	0.05	/	/	/	4	31	0.114286	11	25	0.305556	/	1	/
12	49129566	49129567	-	1	ENSG00000123416	TUBA1B	mRNA	8	56	0.125	7	48	0.127273	1	1	0.12605	4	52	0.0714286	8	71	0.101266	/	1	/
12	49324208	49324209	+	0	ENSG00000135451	TROAP	mRNA	0	28	0.0	6	32	0.157895	/	1	/	4	32	0.111111	4	48	0.0769231	/	/	/
12	49329514	49329515	+	1	ENSG00000135451	TROAP	mRNA	6	43	0.122449	2	28	0.0666667	1	/	/	0	23	0.0	0	19	0.0	/	/	/
12	49330843	49330844	+	0	ENSG00000135451	TROAP	mRNA	2	56	0.0344828	5	56	0.0819672	/	/	/	2	34	0.0555556	9	36	0.2	/	1	/
12	49566543	49566544	-	1	ENSG00000187778	MCRS1	mRNA	6	47	0.113208	1	37	0.0263158	1	/	/	1	42	0.0232558	0	40	0.0	/	/	/
12	49623502	49623503	+	1	ENSG00000110844	PRPF40B	mRNA	9	68	0.116883	9	63	0.125	1	1	0.120805	9	77	0.104651	1	72	0.0136986	1	/	/
12	49623503	49623504	+	1	ENSG00000110844	PRPF40B	mRNA	9	73	0.109756	7	71	0.0897436	1	/	/	9	78	0.103448	2	65	0.0298507	1	/	/
12	49623504	49623505	+	1	ENSG00000110844	PRPF40B	mRNA	9	67	0.118421	8	64	0.111111	1	1	0.114865	9	74	0.108434	1	67	0.0147059	1	/	/
12	49623505	49623506	+	1	ENSG00000110844	PRPF40B	mRNA	11	69	0.1375	8	67	0.106667	1	1	0.122581	10	72	0.121951	1	70	0.0140845	1	/	/
12	49623507	49623508	+	1	ENSG00000110844	PRPF40B	mRNA	9	73	0.109756	7	70	0.0909091	1	/	/	9	75	0.107143	1	70	0.0140845	1	/	/
12	49623508	49623509	+	0	ENSG00000110844	PRPF40B	mRNA	8	85	0.0860215	7	74	0.0864198	/	/	/	10	81	0.10989	1	74	0.0133333	1	/	/
12	49623509	49623510	+	1	ENSG00000110844	PRPF40B	mRNA	9	79	0.102273	5	77	0.0609756	1	/	/	10	81	0.10989	2	73	0.0266667	1	/	/
12	49623511	49623512	+	1	ENSG00000110844	PRPF40B	mRNA	8	66	0.108108	5	68	0.0684932	1	/	/	10	73	0.120482	2	63	0.0307692	1	/	/
12	49623512	49623513	+	1	ENSG00000110844	PRPF40B	mRNA	8	65	0.109589	6	68	0.0810811	1	/	/	11	73	0.130952	2	63	0.0307692	1	/	/
12	49623513	49623514	+	0	ENSG00000110844	PRPF40B	mRNA	8	79	0.091954	6	77	0.0722892	/	/	/	11	85	0.114583	3	77	0.0375	1	/	/
12	49631420	49631421	+	0	ENSG00000110844	PRPF40B	mRNA	1	43	0.0227273	1	42	0.0232558	/	/	/	0	27	0.0	6	28	0.176471	/	1	/
12	49635126	49635127	+	1	ENSG00000110844	PRPF40B	mRNA	13	59	0.180556	5	32	0.135135	1	1	0.165138	6	69	0.08	1	45	0.0217391	/	/	/
12	49635187	49635188	-	1			intergenic	20	107	0.15748	2	111	0.0176991	1	/	/	12	128	0.0857143	13	128	0.0921986	/	/	/
12	49650776	49650777	-	1	ENSG00000161791	FMNL3	mRNA	6	28	0.176471	3	32	0.0857143	1	/	/	1	31	0.03125	6	30	0.166667	/	1	/
12	49742269	49742270	+	1	ENSG00000139644	TMBIM6	mRNA	10	20	0.333333	3	14	0.176471	1	/	/	4	7	0.363636	7	20	0.259259	/	/	/
12	49791402	49791403	-	0	ENSG00000167566	NCKAP5L	mRNA	4	62	0.0606061	10	23	0.30303	/	1	/	3	32	0.0857143	4	33	0.108108	/	/	/
12	49791403	49791404	-	0	ENSG00000167566	NCKAP5L	mRNA	6	61	0.0895522	10	23	0.30303	/	1	/	6	29	0.171429	4	33	0.108108	1	/	/
12	49791424	49791425	-	0	ENSG00000167566	NCKAP5L	mRNA	9	111	0.075	13	50	0.206349	/	1	/	8	48	0.142857	14	55	0.202899	1	1	0.176
12	49791425	49791426	-	1	ENSG00000167566	NCKAP5L	mRNA	13	110	0.105691	15	48	0.238095	1	1	0.150538	8	50	0.137931	14	55	0.202899	1	1	0.173228
12	49791426	49791427	-	1	ENSG00000167566	NCKAP5L	mRNA	14	111	0.112	14	49	0.222222	1	1	0.148936	9	50	0.152542	14	55	0.202899	1	1	0.179688
12	49791427	49791428	-	1	ENSG00000167566	NCKAP5L	mRNA	15	111	0.119048	14	47	0.229508	1	1	0.15508	9	49	0.155172	13	57	0.185714	1	1	0.171875
12	49791428	49791429	-	1	ENSG00000167566	NCKAP5L	mRNA	13	113	0.103175	13	49	0.209677	1	1	0.138298	9	50	0.152542	14	56	0.2	1	1	0.178295
12	49791798	49791799	-	0	ENSG00000167566	NCKAP5L	mRNA	7	73	0.0875	5	87	0.0543478	/	/	/	9	79	0.102273	12	111	0.097561	1	/	/
12	49794837	49794838	-	1	ENSG00000167566	NCKAP5L	mRNA	197	340	0.366853	139	315	0.306167	1	1	0.339051	119	336	0.261538	157	359	0.304264	1	1	0.284243
12	49794854	49794855	-	1	ENSG00000167566	NCKAP5L	mRNA	171	389	0.305357	120	347	0.256959	1	1	0.28335	93	339	0.215278	122	394	0.236434	1	1	0.226793
12	49794855	49794856	-	1	ENSG00000167566	NCKAP5L	mRNA	163	394	0.292639	114	352	0.244635	1	1	0.270772	94	336	0.218605	120	397	0.232108	1	1	0.225977
12	49794856	49794857	-	1	ENSG00000167566	NCKAP5L	mRNA	164	389	0.296564	113	351	0.243534	1	1	0.27237	89	336	0.209412	119	396	0.231068	1	1	0.221277
12	49794857	49794858	-	1	ENSG00000167566	NCKAP5L	mRNA	156	395	0.283122	109	354	0.235421	1	1	0.261341	86	334	0.204762	120	391	0.234834	1	1	0.221267
12	49794860	49794861	-	1	ENSG00000167566	NCKAP5L	mRNA	145	399	0.266544	95	360	0.208791	1	1	0.24024	74	338	0.179612	102	394	0.205645	1	1	0.193833
12	49794861	49794862	-	1	ENSG00000167566	NCKAP5L	mRNA	127	423	0.230909	91	364	0.2	1	1	0.216915	69	353	0.163507	85	429	0.16537	1	1	0.16453
12	49828372	49828373	-	0	ENSG00000167566	NCKAP5L	mRNA	15	180	0.0769231	24	134	0.151899	/	1	/	13	144	0.0828025	13	158	0.0760234	/	/	/
12	49828376	49828377	-	0	ENSG00000167566	NCKAP5L	mRNA	7	123	0.0538462	10	89	0.10101	/	1	/	15	98	0.132743	9	96	0.0857143	1	/	/
12	51050777	51050778	+	0	ENSG00000050426	LETMD1	mRNA	2	35	0.0540541	5	28	0.151515	/	1	/	2	26	0.0714286	3	16	0.157895	/	/	/
12	51050778	51050779	+	0	ENSG00000050426	LETMD1	mRNA	2	36	0.0526316	6	27	0.181818	/	1	/	2	26	0.0714286	3	16	0.157895	/	/	/
12	51050783	51050784	+	0	ENSG00000050426	LETMD1	mRNA	0	39	0.0	7	27	0.205882	/	1	/	1	27	0.0357143	2	17	0.105263	/	/	/
12	51052679	51052680	+	1	ENSG00000050426	LETMD1	mRNA	10	86	0.104167	4	83	0.045977	1	/	/	4	43	0.0851064	3	63	0.0454545	/	/	/
