chr	start	end	strand	label	gene_type	gene_name	gene_pos	unconverted	converted	ratio
19	33205813	33205814	+		protein_coding	ENSG00000130881(LRP3)	28212	10	411	0.023752969
19	33387376	33387377	-		protein_coding	ENSG00000124299(PEPD)	134447	23	336	0.064066852
19	33478086	33478087	-		protein_coding	ENSG00000124299(PEPD)	43737	11	374	0.028571429
19	34428444	34428445	+		protein_coding	ENSG00000126261(UBA2)	94	11	365	0.029255319
19	34469314	34469315	+		protein_coding	ENSG00000126261(UBA2)	40964	18	1353	0.013129103
19	35259021	35259022	+		protein_coding	ENSG00000105699(LSR)	10693	12	264	0.043478261
19	35498757	35498758	-		protein_coding	ENSG00000161249(DMKN)	14901	22	733	0.029139073
19	35622917	35622918	+		protein_coding	ENSG00000249115(HAUS5)	10184	13	206	0.059360731
19	35770153	35770154	+		protein_coding	ENSG00000167595(PROSER3)	12012	6	54	0.1
19	35868660	35868661	+		protein_coding	ENSG00000105290(APLP1)	763	28	149	0.15819209
19	38251436	38251437	-		protein_coding	ENSG00000167641(PPP1R14A)	5096	14	466	0.029166667
19	38838594	38838595	-		protein_coding	ENSG00000104824(HNRNPL)	13753	68	6231	0.010795364
19	38915670	38915671	-		protein_coding	ENSG00000104835(SARS2)	15093	8	171	0.044692737
19	39381107	39381108	+		protein_coding	ENSG00000179134(SAMD4B)	38688	11	239	0.044
19	39489744	39489745	+		protein_coding	ENSG00000105197(TIMM50)	9334	37	1184	0.03030303
19	39489943	39489944	+		protein_coding	ENSG00000105197(TIMM50)	9533	143	81	0.638392857
19	39974364	39974365	+		protein_coding	ENSG00000013275(PSMC4)	3201	54	1052	0.048824593
19	39980384	39980385	+		protein_coding	ENSG00000013275(PSMC4)	9221	18	1142	0.015517241
19	40209132	40209133	+		protein_coding	ENSG00000130758(MAP3K10)	17708	36	246	0.127659574
19	40242584	40242585	-		protein_coding	ENSG00000105221(AKT2)	42952	13	501	0.025291829
19	40279383	40279384	-		protein_coding	ENSG00000105221(AKT2)	6153	33	29	0.532258065
19	40318660	40318661	-		Other features	.	.	5	33	0.131578947
19	40367743	40367744	+		protein_coding	ENSG00000105223(PLD3)	19289	386	377	0.505897772
19	40374514	40374515	+		protein_coding	ENSG00000105223(PLD3)	26060	18	1198	0.014802632
19	40378203	40378204	+		protein_coding	ENSG00000105223(PLD3)	29749	16	629	0.024806202
19	40605136	40605137	+		protein_coding	ENSG00000090006(LTBP4)	12255	8	176	0.043478261
19	40705366	40705367	-		protein_coding	ENSG00000123815(COQ8B)	20418	43	199	0.17768595
19	40762906	40762907	+		protein_coding	ENSG00000077312(SNRPA)	12271	25	1575	0.015625
19	41410988	41410989	+		protein_coding	ENSG00000255730	60137	18	651	0.02690583
19	41431505	41431506	-		protein_coding	ENSG00000105341(DMAC2)	9212	12	309	0.037383178
19	41438308	41438309	-		protein_coding	ENSG00000105341(DMAC2)	2409	70	131	0.348258706
19	41869137	41869138	+		protein_coding	ENSG00000105372(RPS19)	8884	2018	40575	0.047378677
19	41871345	41871346	+		protein_coding	ENSG00000105372(RPS19)	11092	4	8	0.333333333
19	42294869	42294870	+		protein_coding	ENSG00000079432(CIC)	26334	12	205	0.055299539
19	42350272	42350273	+		protein_coding	ENSG00000105429(MEGF8)	24665	12	39	0.235294118
19	43552201	43552202	-		protein_coding	ENSG00000073050(XRCC1)	28272	18	694	0.025280899
19	43592496	43592497	-		protein_coding	ENSG00000167378(IRGQ)	3638	7	78	0.082352941
19	44871925	44871926	+		protein_coding	ENSG00000130202(NECTIN2)	25752	517	83	0.861666667
19	44992797	44992798	+		protein_coding	ENSG00000104853(CLPTM1)	38214	8	155	0.049079755
19	45294433	45294434	+		protein_coding	ENSG00000007047(MARK4)	215147	14	170	0.076086957
19	45342980	45342981	+		protein_coding	ENSG00000104892(KLC3)	9548	6	52	0.103448276
19	45835201	45835202	-		protein_coding	ENSG00000125755(SYMPK)	27993	8	244	0.031746032
19	45940015	45940016	-		protein_coding	ENSG00000104967(NOVA2)	34029	6	39	0.133333333
19	46390380	46390381	+		protein_coding	ENSG00000011485(PPP5C)	43295	11	191	0.054455446
19	46609460	46609461	+		protein_coding	ENSG00000160014(CALM3)	8388	102	142	0.418032787
19	47476627	47476628	-		protein_coding	ENSG00000118162(KPTN)	7638	10	125	0.074074074
19	47755409	47755410	+		protein_coding	ENSG00000105373(NOP53)	9865	26	845	0.029850746
19	48615901	48615902	-		protein_coding	ENSG00000063177(RPL18)	3283	165	16730	0.009766203
19	48961525	48961526	+		protein_coding	ENSG00000087088(BAX)	6712	9	317	0.027607362
19	48966660	48966661	+		protein_coding	ENSG00000087086(FTL)	1353	113	2525	0.042835481
19	49461652	49461653	+		protein_coding	ENSG00000161618(ALDH16A1)	8429	12	63	0.16
19	49464684	49464685	+		protein_coding	ENSG00000161618(ALDH16A1)	11461	27	175	0.133663366
19	49499687	49499688	+		protein_coding	ENSG00000142534(RPS11)	3324	33	2279	0.014273356
19	49526040	49526041	+		protein_coding	ENSG00000104870(FCGRT)	19226	12	224	0.050847458
19	49713629	49713630	+		protein_coding	ENSG00000169169(CPT1C)	22733	11	148	0.06918239
19	49813055	49813056	-		protein_coding	ENSG00000010361(FUZ)	4321	12	473	0.024742268
19	49829799	49829800	+		protein_coding	ENSG00000104973(MED25)	11519	19	155	0.109195402
19	49831415	49831416	+		protein_coding	ENSG00000104973(MED25)	13135	12	303	0.038095238
19	49874777	49874778	-		protein_coding	ENSG00000204673(AKT1S1)	3682	6	11	0.352941176
19	50210391	50210392	+		protein_coding	ENSG00000105357(MYH14)	22207	7	26	0.212121212
19	50475404	50475405	-		protein_coding	ENSG00000142530(GARIN5A)	1444	17	100	0.145299145
19	50482503	50482504	+		protein_coding	ENSG00000161671(EMC10)	6105	27	683	0.038028169
19	51354257	51354258	-		protein_coding	ENSG00000105379(ETFB)	12131	94	2077	0.043298019
19	52143039	52143040	+		lncRNA	ENSG00000268458	415	11	9	0.55
19	53775549	53775550	+		Other features	.	.	7	2	0.777777778
19	54180726	54180727	-		protein_coding	ENSG00000125505(MBOAT7)	9156	4	19	0.173913043
19	54192315	54192316	+		protein_coding	ENSG00000170892(TSEN34)	2379	16	982	0.016032064
19	54206459	54206460	+		protein_coding	ENSG00000170889(RPS9)	5652	95	12486	0.007551069
19	54974023	54974024	+		protein_coding	ENSG00000022556(NLRP2)	20895	5	18	0.217391304
19	55284230	55284231	+		protein_coding	ENSG00000160469(BRSK1)	2160	5	42	0.106382979
19	55306350	55306351	+		protein_coding	ENSG00000160469(BRSK1)	24280	10	167	0.056497175
19	55311988	55311989	+		protein_coding	ENSG00000160469(BRSK1)	29918	17	399	0.040865385
19	55383847	55383848	-		protein_coding	ENSG00000233493(TMEM238)	445	6	1	0.857142857
19	55386651	55386652	+		protein_coding	ENSG00000108107(RPL28)	721	90	8961	0.009943653
19	55453097	55453098	-		protein_coding	ENSG00000063241(ISOC2)	9246	6	98	0.057692308
19	55453233	55453234	-		protein_coding	ENSG00000063241(ISOC2)	9110	42	457	0.084168337
19	55641179	55641180	+		protein_coding	ENSG00000213015(ZNF580)	6165	12	616	0.01910828
19	57302177	57302178	+		Other features	.	.	38	116	0.246753247
19	58347485	58347486	-		protein_coding	ENSG00000121410(A1BG)	6007	10	400	0.024390244
19	58408878	58408879	+		protein_coding	ENSG00000171574(ZNF584)	7376	6	67	0.082191781
19	58548542	58548543	+		protein_coding	ENSG00000130726(TRIM28)	4480	22	2090	0.010416667
19	58549489	58549490	+		protein_coding	ENSG00000130726(TRIM28)	5427	11	464	0.023157895
19	58549490	58549491	+		protein_coding	ENSG00000130726(TRIM28)	5428	104	368	0.220338983
19	58583512	58583513	+		pseudogene	ENSG00000213753(CENPBD2P)	10011	19	56	0.253333333
2	1649289	1649290	-		protein_coding	ENSG00000130508(PXDN)	95563	53	91	0.368055556
2	3575291	3575292	+		protein_coding	ENSG00000171863(RPS7)	33	16	1107	0.014247551
2	17664300	17664301	-		protein_coding	ENSG00000163029(SMC6)	135942	7	94	0.069306931
2	20239674	20239675	-		Other features	.	.	8	167	0.045714286
2	24793163	24793164	-		protein_coding	ENSG00000184924(PTRHD1)	228	20	723	0.0269179
2	26279154	26279155	+		protein_coding	ENSG00000138029(HADHB)	35986	13	507	0.025
2	27217427	27217428	+		protein_coding	ENSG00000084774(CAD)	60	12	76	0.136363636
2	27233404	27233405	+		protein_coding	ENSG00000084774(CAD)	16037	29	356	0.075324675
2	27384873	27384874	-		protein_coding	ENSG00000115241(PPM1G)	24718	15	1032	0.014326648
2	27409490	27409491	-		protein_coding	ENSG00000115241(PPM1G)	101	50	616	0.075075075
2	27832713	27832714	-		protein_coding	ENSG00000171174(RBKS)	57968	6	84	0.066666667
2	28783914	28783915	+		protein_coding	ENSG00000213639(PPP1CB)	32276	271	1946	0.122237258
2	30691801	30691802	+		Other features	.	.	4	0	1.0
2	30691807	30691808	+		Other features	.	.	4	0	1.0
2	30691812	30691813	+		Other features	.	.	4	0	1.0
2	32357481	32357482	+		protein_coding	ENSG00000115760(BIRC6)	460	6	105	0.054054054
2	32947247	32947248	+		protein_coding	ENSG00000049323(LTBP1)	296	12	12	0.5
2	37007232	37007233	-		protein_coding	ENSG00000008869(HEATR5B)	77140	10	132	0.070422535
2	38681294	38681295	+		protein_coding	ENSG00000143891(GALM)	15215	27	221	0.108870968
2	41850254	41850255	-		pseudogene	ENSG00000236533(RPS12P4)	347	7	25	0.21875
2	46583341	46583342	+		protein_coding	ENSG00000119729(RHOQ)	41537	11	92	0.106796117
2	46901877	46901878	-		protein_coding	ENSG00000180398(MCFD2)	39978	11	149	0.06875
2	46904391	46904392	-		protein_coding	ENSG00000180398(MCFD2)	37464	67	326	0.170483461
2	46907839	46907840	-		protein_coding	ENSG00000180398(MCFD2)	34016	85	423	0.167322835
2	54557973	54557974	+		protein_coding	ENSG00000115306(SPTBN1)	101658	4	19	0.173913043
2	55049790	55049791	-		protein_coding	ENSG00000115310(RTN4)	62831	21	554	0.036521739
2	55233404	55233405	+		protein_coding	ENSG00000143947(RPS27A)	1503	377	47083	0.007943531
2	61185514	61185515	+		pseudogene	ENSG00000173209(AHSA2P)	8098	19	240	0.073359073
2	65269814	65269815	+		protein_coding	ENSG00000138071(ACTR2)	42028	27	3007	0.008899143
2	65511941	65511942	-		pseudogene	ENSG00000223739(RPS15AP15)	135	6	5	0.545454545
2	68130780	68130781	-		protein_coding	ENSG00000243667(DNAAF10)	26769	10	164	0.057471264
2	70085563	70085564	-		lncRNA	ENSG00000179818(PCBP1-AS1)	17657	19	377	0.047979798
2	70253970	70253971	-		pseudogene	ENSG00000231414(RPL39P15)	40	5	6	0.454545455
2	72998957	72998958	-		protein_coding	ENSG00000144040(SFXN5)	76662	6	55	0.098360656
2	74198654	74198655	+		protein_coding	ENSG00000065911(MTHFD2)	12484	33	3255	0.010036496
2	74208685	74208686	+		protein_coding	ENSG00000065911(MTHFD2)	22515	66	4287	0.015161957
2	74365079	74365080	-		protein_coding	ENSG00000204843(DCTN1)	27008	12	694	0.016997167
2	74369421	74369422	-		protein_coding	ENSG00000204843(DCTN1)	22666	65	712	0.083655084
2	74422170	74422171	+		protein_coding	ENSG00000005448(WDR54)	494	57	480	0.106145251
2	74493019	74493020	+		protein_coding	ENSG00000115282(TTC31)	9948	6	24	0.2
2	74503112	74503113	+		lncRNA	ENSG00000257702(LBX2-AS1)	562	6	23	0.206896552
2	74656665	74656666	+		protein_coding	ENSG00000135622(SEMA4F)	2439	6	65	0.084507042
2	85639304	85639305	+		protein_coding	ENSG00000168883(USP39)	36450	13	635	0.020061728
2	86166543	86166544	-		protein_coding	ENSG00000132305(IMMT)	28929	63	939	0.062874251
2	86720722	86720723	+		protein_coding	ENSG00000153561(RMND5A)	433	17	403	0.04047619
2	88736582	88736583	+		protein_coding	ENSG00000153574(RPIA)	44911	12	502	0.023346304
2	96208292	96208293	-		protein_coding	ENSG00000084090(STARD7)	535	65	1133	0.054257095
2	96283677	96283678	-		protein_coding	ENSG00000144028(SNRNP200)	37594	20	199	0.091324201
2	96283914	96283915	-		protein_coding	ENSG00000144028(SNRNP200)	37357	305	791	0.278284672
2	96291789	96291790	-		protein_coding	ENSG00000144028(SNRNP200)	29482	17	1010	0.016553067
2	96304865	96304866	-		protein_coding	ENSG00000144028(SNRNP200)	16406	64	1271	0.047940075
2	96832829	96832830	+		protein_coding	ENSG00000168763(CNNM3)	16586	19	197	0.087962963
2	97658901	97658902	-		protein_coding	ENSG00000115073(ACTR1B)	5143	15	811	0.018159806
2	98554314	98554315	+		protein_coding	ENSG00000040933(INPP4A)	109462	8	208	0.037037037
2	101006417	101006418	+		protein_coding	ENSG00000071082(RPL31)	4190	83	5124	0.015940081
2	101006421	101006422	+		protein_coding	ENSG00000071082(RPL31)	4194	13	788	0.016229713
2	110968454	110968455	+		protein_coding	ENSG00000153093(ACOXL)	235917	4	7	0.363636364
2	111850815	111850816	-		protein_coding	ENSG00000153107(ANAPC1)	33875	30	162	0.15625
2	112520333	112520334	+		protein_coding	ENSG00000114999(TTL)	38179	11	247	0.042635659
2	119372425	119372426	+		protein_coding	ENSG00000155368(DBI)	5503	26	581	0.042833608
2	121229436	121229437	+		Other features	.	.	7	0	1.0
2	121229457	121229458	+		Other features	.	.	8	0	1.0
2	131052299	131052300	-		protein_coding	ENSG00000152102(FAM168B)	41161	28	1088	0.025089606
2	132279854	132279855	-		Other features	.	.	9	0	1.0
2	149011605	149011606	+		protein_coding	ENSG00000168280(KIF5C)	136380	10	186	0.051020408
2	151796942	151796943	-		protein_coding	ENSG00000162980(ARL5A)	31550	41	83	0.330645161
2	156010299	156010300	-		Other features	.	.	9	23	0.28125
2	162016804	162016805	-		protein_coding	ENSG00000197635(DPP4)	57590	5	17	0.227272727
2	170771099	170771100	+		protein_coding	ENSG00000204334(ERICH2)	4223	13	218	0.056277056
2	170966154	170966155	+		protein_coding	ENSG00000115806(GORASP2)	37692	30	1249	0.023455825
2	171434573	171434574	+		protein_coding	ENSG00000115827(DCAF17)	358	14	66	0.175
2	171517238	171517239	-		Other features	.	.	17	757	0.021963824
2	172100198	172100199	-		protein_coding	ENSG00000115844(DLX2)	2702	14	139	0.091503268
2	174561450	174561451	-		protein_coding	ENSG00000115935(WIPF1)	121466	18	134	0.118421053
2	174682842	174682843	-		protein_coding	ENSG00000115935(WIPF1)	74	17	128	0.117241379
2	176106561	176106562	+		protein_coding	ENSG00000128713(HOXD11)	2347	17	62	0.215189873
2	176201017	176201018	-		pseudogene	ENSG00000218175	235	4	9	0.307692308
2	178577034	178577035	+		lncRNA	ENSG00000237298(TTN-AS1)	55853	9	46	0.163636364
2	181458276	181458277	+		protein_coding	ENSG00000115232(ITGA4)	1076	9	71	0.1125
2	181916260	181916261	+		protein_coding	ENSG00000138434(ITPRID2)	24532	10	201	0.047393365
2	186587929	186587930	-		Other features	.	.	8	1	0.888888889
2	186587932	186587933	-		Other features	.	.	7	2	0.777777778
2	201621915	201621916	-		protein_coding	ENSG00000155755(TMEM237)	21655	21	262	0.074204947
2	202376353	202376354	+		protein_coding	ENSG00000204217(BMPR2)	28	6	42	0.125
2	202635547	202635548	+		protein_coding	ENSG00000138439(FAM117B)	580	9	103	0.080357143
2	203292316	203292317	+		protein_coding	ENSG00000119004(CYP20A1)	53341	15	173	0.079787234
2	203773101	203773102	-		pseudogene	ENSG00000213925(NPM1P33)	401	4	7	0.363636364
2	206124244	206124245	-		protein_coding	ENSG00000023228(NDUFS1)	35265	15	1098	0.013477089
2	216113059	216113060	+		protein_coding	ENSG00000079246(XRCC5)	5597	220	1877	0.104911779
2	216148195	216148196	+		protein_coding	ENSG00000079246(XRCC5)	40733	15	864	0.017064846
2	216501462	216501463	+		protein_coding	ENSG00000197756(RPL37A)	2639	29	1617	0.017618469
2	216633759	216633760	+		protein_coding	ENSG00000115457(IGFBP2)	933	34	350	0.088541667
2	216660687	216660688	+		protein_coding	ENSG00000115457(IGFBP2)	27861	35	735	0.045454545
2	216661941	216661942	+		protein_coding	ENSG00000115457(IGFBP2)	29115	19	535	0.034296029
2	218346195	218346196	+		protein_coding	ENSG00000127838(PNKD)	76546	7	51	0.120689655
2	219224442	219224443	-		protein_coding	ENSG00000198925(ATG9A)	5275	8	95	0.077669903
2	219245275	219245276	-		protein_coding	ENSG00000163521(GLB1L)	203	5	28	0.151515152
2	219550090	219550091	+		protein_coding	ENSG00000188760(TMEM198)	6429	12	88	0.12
2	219550198	219550199	+		protein_coding	ENSG00000188760(TMEM198)	6537	8	72	0.1
2	221371136	221371137	-		lncRNA	ENSG00000290000	1562	7	0	1.0
2	226995922	226995923	+		protein_coding	ENSG00000144468(RHBDD1)	160343	13	158	0.076023392
2	231198803	231198804	+		protein_coding	ENSG00000135931(ARMC9)	259	18	16	0.529411765
2	231781211	231781212	-		protein_coding	ENSG00000156973(PDE6D)	5061	10	234	0.040983607
2	232486365	232486366	-		protein_coding	ENSG00000171551(ECEL1)	1469	7	34	0.170731707
2	233477418	233477419	-		protein_coding	ENSG00000085982(USP40)	89364	9	141	0.06
2	235494371	235494372	+		protein_coding	ENSG00000157985(AGAP1)	330	9	53	0.14516129
2	237763274	237763275	+		protein_coding	ENSG00000124831(LRRFIP1)	135689	12	662	0.017804154
2	237943625	237943626	+		Other features	.	.	18	0	1.0
2	237943628	237943629	+		Other features	.	.	19	0	1.0
2	238239426	238239427	-		protein_coding	ENSG00000144485(HES6)	1236	14	65	0.17721519
2	238450075	238450076	+		protein_coding	ENSG00000065802(ASB1)	23335	6	42	0.125
2	240011694	240011695	-		protein_coding	ENSG00000130414(NDUFA10)	14049	17	1194	0.014037985
2	240131006	240131007	-		protein_coding	ENSG00000172428(COPS9)	5801	22	2253	0.00967033
2	241229127	241229128	-		protein_coding	ENSG00000115677(HDLBP)	87934	10	249	0.038610039
2	241229432	241229433	-		protein_coding	ENSG00000115677(HDLBP)	87629	296	2339	0.112333966
2	241262785	241262786	-		protein_coding	ENSG00000115677(HDLBP)	54276	61	2257	0.026315789
2	241264571	241264572	-		protein_coding	ENSG00000115677(HDLBP)	52490	25	853	0.028473804
2	241373224	241373225	+		protein_coding	ENSG00000006607(FARP2)	16941	18	129	0.12244898
20	1369998	1369999	-		protein_coding	ENSG00000088832(FKBP1A)	23166	29	627	0.044207317
20	2463093	2463094	-		protein_coding	ENSG00000125835(SNRPB)	7760	219	1634	0.118186724
20	2660030	2660031	-		protein_coding	ENSG00000101365(IDH3B)	4189	29	1182	0.023947151
20	2693054	2693055	+		protein_coding	ENSG00000088881(EBF4)	276	6	78	0.071428571
20	2693062	2693063	+		protein_coding	ENSG00000088881(EBF4)	284	12	82	0.127659574
20	3785781	3785782	-		protein_coding	ENSG00000125817(CENPB)	959	14	547	0.024955437
20	3866765	3866766	+		protein_coding	ENSG00000088888(MAVS)	19968	13	75	0.147727273
20	4699261	4699262	+		protein_coding	ENSG00000171867(PRNP)	12913	10	430	0.022727273
20	5114953	5114954	-		protein_coding	ENSG00000132646(PCNA)	11673	10	56	0.151515152
20	5192895	5192896	+		protein_coding	ENSG00000101290(CDS2)	66018	10	54	0.15625
20	6006194	6006195	+		protein_coding	ENSG00000088766(CRLS1)	103	19	805	0.023058252
20	6006195	6006196	+		protein_coding	ENSG00000088766(CRLS1)	104	17	822	0.020262217
20	6678955	6678956	-		Other features	.	.	6	0	1.0
20	18162411	18162412	+		protein_coding	ENSG00000149474(KAT14)	25185	8	104	0.071428571
20	18504670	18504671	+		pseudogene	ENSG00000214612(RPS19P1)	39	6	14	0.3
20	18504910	18504911	+		pseudogene	ENSG00000214612(RPS19P1)	279	10	174	0.054347826
20	21166164	21166165	-		lncRNA	ENSG00000232712(KIZ-AS1)	52125	28	421	0.062360802
20	21354860	21354861	+		protein_coding	ENSG00000088930(XRN2)	51531	15	788	0.01867995
20	25300738	25300739	-		protein_coding	ENSG00000100997(ABHD12)	90097	12	679	0.017366136
20	25634772	25634773	+		lncRNA	ENSG00000213742(ZNF337-AS1)	10729	26	38	0.40625
20	31569348	31569349	+		protein_coding	ENSG00000101294(HM13)	54940	111	616	0.152682256
20	32333658	32333659	+		protein_coding	ENSG00000101350(KIF3B)	56009	6	72	0.076923077
20	32438514	32438515	+		protein_coding	ENSG00000171456(ASXL1)	80186	14	344	0.039106145
20	33408280	33408281	-		protein_coding	ENSG00000101400(SNTA1)	35483	10	131	0.070921986
20	33993903	33993904	+		protein_coding	ENSG00000125970(RALY)	259	5	26	0.161290323
20	33994111	33994112	+		protein_coding	ENSG00000125970(RALY)	467	33	297	0.1
20	34072259	34072260	+		protein_coding	ENSG00000125970(RALY)	78615	23	1077	0.020909091
20	34079914	34079915	+		protein_coding	ENSG00000125970(RALY)	86270	22	1836	0.011840689
20	34089179	34089180	-		protein_coding	ENSG00000125977(EIF2S2)	23064	9	205	0.042056075
20	34464623	34464624	-		Other features	.	.	5	1	0.833333333
20	34508365	34508366	+		protein_coding	ENSG00000078747(ITCH)	145132	8	203	0.037914692
20	35115477	35115478	-		protein_coding	ENSG00000088298(EDEM2)	31859	7	43	0.14
20	35279161	35279162	-		protein_coding	ENSG00000242372(EIF6)	5824	41	1860	0.021567596
20	35303295	35303296	-		protein_coding	ENSG00000101019(UQCC1)	108736	9	219	0.039473684
20	35742190	35742191	-		protein_coding	ENSG00000131051(RBM39)	122	27	2310	0.011553273
20	37198481	37198482	+		protein_coding	ENSG00000118705(RPN2)	20073	32	2844	0.011126565
20	37204833	37204834	+		protein_coding	ENSG00000118705(RPN2)	26425	50	3432	0.014359563
20	37225736	37225737	+		protein_coding	ENSG00000118705(RPN2)	47328	36	4363	0.008183678
20	37228561	37228562	+		protein_coding	ENSG00000118705(RPN2)	50153	59	3696	0.015712383
20	37316500	37316501	+		protein_coding	ENSG00000101363(MANBAL)	26853	30	462	0.06097561
20	38090471	38090472	+		protein_coding	ENSG00000101413(RPRD1B)	56748	24	480	0.047619048
20	38434522	38434523	-		lncRNA	ENSG00000196756(SNHG17)	887	15	521	0.027985075
20	41174171	41174172	+		protein_coding	ENSG00000124181(PLCG1)	37213	45	183	0.197368421
20	42084548	42084549	+		Other features	.	.	3	0	1.0
20	43642547	43642548	+		protein_coding	ENSG00000101052(IFT52)	51612	26	859	0.029378531
20	43699812	43699813	+		protein_coding	ENSG00000101057(MYBL2)	32795	70	2871	0.023801428
20	43699873	43699874	+		protein_coding	ENSG00000101057(MYBL2)	32856	58	5589	0.01027094
20	44466831	44466832	-		pseudogene	ENSG00000226243(RPL37AP1)	11	8	5	0.615384615
20	44498848	44498849	-		protein_coding	ENSG00000132824(SERINC3)	23237	16	378	0.040609137
20	44753456	44753457	-		protein_coding	ENSG00000101098(RIMS4)	57090	16	85	0.158415842
20	44908173	44908174	+		protein_coding	ENSG00000166913(YWHAB)	22473	12	238	0.048
20	44951836	44951837	-		protein_coding	ENSG00000025772(TOMM34)	8561	15	953	0.015495868
20	45367178	45367179	+		protein_coding	ENSG00000204070(SYS1)	5243	18	248	0.067669173
20	45811165	45811166	+		protein_coding	ENSG00000101457(DNTTIP1)	19213	17	1286	0.013046815
20	45843542	45843543	-		protein_coding	ENSG00000101473(ACOT8)	13863	26	273	0.086956522
20	45848517	45848518	-		protein_coding	ENSG00000101473(ACOT8)	8888	15	325	0.044117647
20	45907885	45907886	-		protein_coding	ENSG00000100979(PLTP)	4270	56	68	0.451612903
20	45960730	45960731	-		protein_coding	ENSG00000198026(ZNF335)	11473	8	80	0.090909091
20	46358439	46358440	-		protein_coding	ENSG00000080189(SLC35C2)	6019	5	54	0.084745763
20	47188609	47188610	+		protein_coding	ENSG00000064655(EYA2)	293987	17	48	0.261538462
20	56366103	56366104	+		protein_coding	ENSG00000124098(FAM210B)	7131	14	715	0.01920439
20	56518213	56518214	+		protein_coding	ENSG00000022277(RTF2)	49630	12	379	0.030690537
20	57265908	57265909	-		protein_coding	ENSG00000101144(BMP7)	733	26	165	0.136125654
20	57709630	57709631	-		protein_coding	ENSG00000124225(PMEPA1)	1906	6	48	0.111111111
20	58671251	58671252	+		protein_coding	ENSG00000124222(STX16)	20000	50	1014	0.046992481
20	58676332	58676333	+		protein_coding	ENSG00000124222(STX16)	25081	10	310	0.03125
20	58891384	58891385	+		protein_coding	ENSG00000087460(GNAS)	51668	17	29	0.369565217
20	58891602	58891603	+		protein_coding	ENSG00000087460(GNAS)	51886	64	10757	0.005914426
20	58891767	58891768	+		protein_coding	ENSG00000087460(GNAS)	52051	79	14395	0.005458063
20	58891836	58891837	+		protein_coding	ENSG00000087460(GNAS)	52120	157	14944	0.010396662
20	62122716	62122717	+		protein_coding	ENSG00000149657(LSM14B)	257	24	527	0.043557169
20	62180010	62180011	+		protein_coding	ENSG00000184402(SS18L1)	36243	7	30	0.189189189
20	62303046	62303047	+		protein_coding	ENSG00000130706(ADRM1)	955	23	1024	0.021967526
20	62306678	62306679	+		protein_coding	ENSG00000130706(ADRM1)	4587	24	1519	0.015554115
20	62813611	62813612	+		protein_coding	ENSG00000060491(OGFR)	8778	14	212	0.061946903
20	62945123	62945124	+		protein_coding	ENSG00000101193(GID8)	6978	75	1045	0.066964286
20	63521322	63521323	+		protein_coding	ENSG00000125534(PPDPF)	559	116	1473	0.073001888
20	63521507	63521508	+		protein_coding	ENSG00000125534(PPDPF)	744	5	11	0.3125
20	63567569	63567570	-		protein_coding	ENSG00000130589(HELZ2)	6670	9	26	0.257142857
20	63674063	63674064	+		protein_coding	ENSG00000258366(RTEL1)	16255	10	134	0.069444444
20	63695335	63695336	+		protein_coding	ENSG00000258366(RTEL1)	37527	8	115	0.06504065
20	63738821	63738822	+		protein_coding	ENSG00000203896(LIME1)	2540	4	16	0.2
21	14375762	14375763	-		protein_coding	ENSG00000155304(HSPA13)	7722	18	849	0.020761246
21	25734855	25734856	-		protein_coding	ENSG00000154723(ATP5PF)	818	23	2085	0.010910816
21	25905031	25905032	-		protein_coding	ENSG00000142192(APP)	266097	35	2775	0.012455516
21	32337154	32337155	-		protein_coding	ENSG00000142207(URB1)	55858	7	163	0.041176471
21	32338737	32338738	-		protein_coding	ENSG00000142207(URB1)	54275	13	296	0.042071197
21	33421636	33421637	+		protein_coding	ENSG00000159128(IFNGR2)	18225	16	974	0.016161616
21	34073692	34073693	+		protein_coding	ENSG00000198743(SLC5A3)	116	81	789	0.093103448
21	36246038	36246039	+		protein_coding	ENSG00000142197(DOP1B)	89258	8	51	0.13559322
21	37195881	37195882	+		protein_coding	ENSG00000182670(TTC3)	122657	35	407	0.07918552
21	37240551	37240552	-		protein_coding	ENSG00000157538(VPS26C)	27368	100	443	0.184162063
21	39313557	39313558	-		protein_coding	ENSG00000185658(BRWD1)	8002	11	229	0.045833333
21	39467952	39467953	-		Other features	.	.	6	1	0.857142857
21	39467968	39467969	-		Other features	.	.	7	0	1.0
21	41799342	41799343	-		protein_coding	ENSG00000141956(PRDM15)	80140	5	20	0.2
21	43758132	43758133	+		protein_coding	ENSG00000160209(PDXK)	39040	7	77	0.083333333
21	43759121	43759122	+		protein_coding	ENSG00000160209(PDXK)	40029	7	128	0.051851852
21	44311064	44311065	+		protein_coding	ENSG00000141959(PFKL)	11015	12	307	0.037617555
21	44325233	44325234	+		protein_coding	ENSG00000141959(PFKL)	25184	19	607	0.030351438
21	44459122	44459123	+		protein_coding	ENSG00000160233(LRRC3)	3614	16	8	0.666666667
21	45264554	45264555	-		protein_coding	ENSG00000186866(POFUT2)	23344	27	379	0.066502463
21	45477438	45477439	+		protein_coding	ENSG00000182871(COL18A1)	72275	37	134	0.216374269
21	45515016	45515017	-		protein_coding	ENSG00000173638(SLC19A1)	58349	8	130	0.057971014
21	46003988	46003989	+		protein_coding	ENSG00000142156(COL6A1)	22220	15	314	0.045592705
